burst duration,within-burst spiking freq,within-burst max spiking freq,within-burst number of spikes,inter-burst interval,percentage of burst spikes,burst frequency,mean surprise,max surprise,Subject,label
0.0004026099999999997,12418.966245249754,12418.966245249756,5,0.0,0.21739130434782608,201.9573708381635,1.1927295527305588,1.1927295527305588,060324124,0
2.9790000000000093e-05,100704.93454179223,100704.93454179223,3,0.0,0.01056338028169014,200.1981962142521,3.6157577278493966,3.6157577278493966,071031005,0
0.002298609999999999,23057.41295826609,81081.08108108114,53,0.0017937100000000004,0.7681159420289855,1722.6862708364288,1.3148304616924749,1.999648363863076,070928020,1
0.001484809999999999,17510.657929297362,31776.29488401658,26,0.0017316800000000008,0.5306122448979592,800.3457493637252,2.0943485669780344,2.4720351643234184,070928013,1
0.00274717,16016.482416450383,37309.95242981057,44,0.0011884400000000007,0.7213114754098361,1603.6306197230529,1.324211679277763,2.3352226810214205,070928016,1
0.00197751,19721.771318476265,34680.6229901003,39,0.002424049999999999,0.609375,1001.4521055530519,1.643009834466032,2.8183307362699668,070928017,1
0.001383460000000001,28190.189813944726,49962.52810392205,39,0.0025478899999999997,0.5416666666666666,1304.2344143987482,1.1698332855450229,1.5311477634973703,071010049,1
0.00176936,15259.754939639191,20020.020020020045,27,0.00199176,0.54,1018.2718704432334,1.4528538804541424,1.7822424048905436,071010050,1
0.001375789999999998,37796.46603042621,51273.28661767214,52,0.002899100000000002,0.5714285714285714,1606.5031246485773,1.1081457530257732,1.5257997672239918,071010051,1
0.0015401300000000007,20777.46683721503,39916.17603033624,32,0.0022414699999999993,0.5614035087719298,1232.392196492612,1.3888079326445328,2.9415322184657158,071010052,1
0.001536350000000001,26035.734044976714,54432.022777708,40,0.0033764299999999993,0.6153846153846154,1212.1530464436441,1.5172647890405455,4.122008758344362,071010056,1
0.0016124899999999994,28527.30869648805,49067.713444553534,46,0.0016095300000000003,0.5609756097560976,1012.6233628411783,1.6091782238163497,2.7412095202261746,071010054,1
0.0011806899999999999,6775.6989556953995,12555.715989704318,8,0.00120391,0.25,404.30340544758417,1.373569407617368,1.6136990536624587,060223174,1
0.00100932,9907.660603178378,25980.77422707196,10,0.0031986,0.38461538461538464,624.0639041437843,1.0504951283868056,1.388560297107748,060223176,1
0.0007649499999999998,9150.924897052097,9671.881422733757,7,0.0015737300000000002,0.21212121212121213,401.0386902076378,1.0937435876416175,1.3967581657395147,060223173,1
0.0009093199999999993,13196.674438041624,23822.75867545464,12,0.00153128,0.3870967741935484,800.0960115213827,0.9038480500081295,1.0572619534318273,060223172,1
