burst duration,within-burst spiking freq,within-burst max spiking freq,within-burst number of spikes,inter-burst interval,percentage of burst spikes,burst frequency,mean surprise,max surprise,Subject,label
0.02416329999999999,1655.4030285598412,7455.2683896620265,40,0.03534870000000001,0.8695652173913043,77.3766229746669,3.7851974226924225,6.606619614915095,ts_LN_CR020108A,0
0.006713949999999996,9532.391513192686,12096.774193548334,64,0.0235974,0.47761194029850745,113.14777098891153,3.3306124763943177,8.910359783037801,ts_LN_CR020115A,0
0.06377649999999997,752.6283192084862,2355.1577955723033,48,0.07849560000000001,0.7272727272727273,62.48698187877526,2.000354566973444,4.948261093498487,ts_LN_CR020208A,0
0.08881800000000001,720.5746582899862,15406.162464986022,64,0.01101854999999999,0.9411764705882353,109.23535253227408,4.558693197273649,12.35090085381794,ts_LN_CR020221A,0
0.06625900000000001,1131.9217012028553,4479.8407167745145,75,0.0015698000000000025,1.0,113.1045793216553,3.160761305988215,7.586542644123642,ts_LN_CR020225B,0
0.003126000000000001,7997.4408189379365,7997.440818937937,25,0.0,0.49019607843137253,67.31740154830024,3.5149020773399617,3.5149020773399617,ts_LN_CR020311A,0
0.02793495,2649.011363900777,6423.982869379032,74,0.0360911,0.7628865979381443,108.32727216453365,2.8531238029019184,5.422764486533688,ts_LN_CR020311B,0
0.0403433,917.1287425669194,3717.472118959109,37,0.0102325,0.7551020408163265,74.22343728738078,2.75715523707003,4.286822900437973,ts_LN_CR020322A,0
0.010527749999999999,9783.666975374606,12751.03602167676,103,0.0140582,0.8728813559322034,201.4666774115561,2.7764267598707506,3.836594104946514,ts_LN_CR020327A,0
0.004692799999999999,7671.326287078079,11235.955056179835,36,0.017264300000000003,0.5806451612903226,160.99170892699024,2.491416389672538,5.563425525312499,ts_LN_CR020327B,0
0.057183050000000006,2290.88864619848,7423.9049740163255,131,0.0031432999999999956,0.9632352941176471,148.4022029482571,3.607092233988155,8.240062598755289,ts_LN_CR020508A,0
0.02932615,4739.79707530651,15660.68515497553,139,0.011257499999999998,0.9455782312925171,171.50137201097607,4.178558692858098,11.400135478589313,ts_LN_CR020709B,0
0.0008461999999999999,48451.902623493275,55996.26691553895,41,0.0025816,0.4606741573033708,951.022349025202,1.6515826103908582,2.412734780213336,ts_LN_CR020806A,0
0.08953314999999999,1396.130930275546,9897.549829951671,125,0.0010613,1.0,110.05337588730535,6.0857166578917,23.480338670825734,ts_LN_CR020910A,0
0.02323885,1161.8475096659258,2887.067541341203,27,0.0006437000000000004,0.9642857142857143,161.86468112657818,2.6739291841009925,4.186473051434419,ts_LN_CR030618A,0
0.022765899999999995,702.805511752226,2783.7706173011343,16,0.017747600000000002,0.8,73.20286955248646,2.747619680491123,3.3939681460522677,ts_LN_CR030710A,0
0.13847820000000002,426.05984191013454,995.4058192955588,59,0.013722999999999999,0.9516129032258065,90.76763485477179,2.2850642324887827,6.624468065800833,ts_LN_CR031013A,0
0.024786799999999994,4639.566220730389,18261.134219336516,115,0.005786600000000004,0.9745762711864406,259.92592111248297,5.509258476282713,13.830560701021058,ts_PN1,1
0.0033894000000000003,27733.522157313975,43956.04395604386,94,0.006917199999999999,0.4392523364485981,757.9411562047819,0.9917478190997658,1.342352417659171,ts_PN2,1
0.0033932000000000003,9725.333018979134,11321.654153259444,33,0.001577,0.42857142857142855,135.27223537368954,1.820704642545404,2.3759314933948574,ts_PN3,1
0.0701914,3347.9885000156714,11172.352152539848,235,0.0005984000000000063,0.9957627118644068,112.82702207178619,11.119890046031497,32.66080702590034,ts_PN_CR011218B,1
0.011210799999999998,4816.78381560638,8515.20121105084,54,0.0062552,0.5684210526315789,139.1078549568766,2.058388581600859,2.671706040536955,ts_PN_CR020131A,1
0.025881600000000005,656.8372898120672,683.8152331240099,17,0.012089999999999997,0.7391304347826086,47.36642667677151,5.307743475870216,8.92647960110635,ts_PN_CR020215A,1
0.012833899999999995,5220.548703044283,1393034.8258706462,67,0.011046150000000003,0.8589743589743589,200.83547557840618,10.924701701581208,31.88944732414256,ts_PN_CR020415A,1
0.05442575000000001,2700.9274102791414,19252.752541964983,147,0.00027409999999999533,1.0,109.35933655335823,10.31436277729081,30.810644459214974,ts_PN_CR020422A,1
0.013031049999999997,5371.785082552827,20618.55670103093,70,0.0207746,0.8333333333333334,235.55738766857073,4.67211332076905,7.31868638624196,ts_PN_CR020513A,1
0.014758599999999998,9892.537232528832,23990.70360235409,146,0.007696200000000003,0.9931972789115646,202.02020202020202,7.282088099251361,18.80404226113073,ts_PN_CR020523A,1
0.0015289499999999998,27469.832237810264,57361.37667304038,42,0.00323715,0.525,828.775070445881,1.398670945265437,2.3162471313395043,ts_PN_CR020528A,1
0.0600367,2115.3727636595618,33514.38807350052,127,0.0005500499999999989,0.9921875,115.35355865728458,11.974877625881179,23.876595945566482,ts_PN_CR020529A,1
0.0037255000000000022,9663.132465440875,19323.671497584543,36,0.0105104,0.6206896551724138,472.6217000877726,2.0839953767782027,4.6416919725083075,ts_PN_CR020606A,1
0.020174300000000003,3767.16912110953,27397.260273972453,76,0.002751599999999998,0.8636363636363636,486.8549172346641,2.8608924071200317,5.397662149109198,ts_PN_CR020709A,1
0.012000599999999995,2416.545839374699,4993.757802746577,29,0.017353000000000004,0.6444444444444445,86.32348286478864,2.91708695234111,4.448052556271353,ts_PN_CR020711A,1
0.020309000000000004,2265.005662514156,16184.035604878332,46,0.00010934999999999894,1.0,145.68057106783857,9.575070733024857,19.27382476892533,ts_PN_CR020718B,1
