,label,stimuli,S2U1,S2U2,S2U3,S2U4,S3U1,S3U2,S4U1,S4U2,S4U3,S1U1_selectiveunit,S1U2,S1U3,S1U4,S3U3
0,0,Bea,"[0.03050000000007458, 0.03480000000001837, 0.13970000000006166, 0.18760000000008858, 0.24720000000002074, 0.3069000000000415, 0.31130000000007385, 0.390700000000038, 0.40360000000009677, 0.5047000000000708, 0.6369000000000824, 1.1386000000001104, 1.1802000000000135]","[0.011400000000094224, 0.04270000000008167, 0.047400000000038744, 0.06590000000005602, 0.07380000000000564, 0.08970000000010714, 0.13790000000005875, 0.14620000000002165, 0.19170000000008258, 0.19510000000002492, 0.21860000000003765, 0.2380000000000564, 0.24330000000009022, 0.2757000000000289, 0.27910000000008495, 0.2918000000000802, 0.32520000000010896, 0.3512000000000626, 0.35570000000006985, 0.48250000000007276, 0.5, 0.5095000000000027, 0.5220000000000482, 0.5464000000000624, 0.554300000000012, 0.5855999999999995, 0.5976000000000568, 0.6210000000000946, 0.6286000000000058, 0.6603000000000065, 0.6753000000001066, 0.6848000000001093, 0.6940000000000737, 0.6983000000000175, 0.7365000000000919, 0.7925000000000182, 0.7969000000000506, 0.807700000000068, 0.8188000000000102, 0.8481000000000449, 0.8535000000000537, 0.8608000000000402, 0.8722000000000207, 0.8788000000000693, 0.9497000000000071, 0.9616000000000895, 1.0248000000000275, 1.0649000000000797, 1.1394000000000233, 1.144100000000094, 1.1619000000000597]","[0.0004000000000132786, 0.020000000000095497, 0.041200000000003456, 0.08530000000007476, 0.10140000000001237, 0.10820000000001073, 0.1146000000001095, 0.13269999999999982, 0.15000000000009095, 0.15640000000007603, 0.18370000000004438, 0.19050000000004275, 0.21640000000002146, 0.2359000000000151, 0.3003000000001066, 0.3793000000000575, 0.4089000000000169, 0.4451000000000249, 0.4511000000001104, 0.4855000000000018, 0.5389000000000124, 0.5589000000001079, 0.6433000000000675, 0.6568000000000893, 0.6602000000000317, 0.6636000000000877, 0.6689000000000078, 0.6896000000000413, 0.6954000000000633, 0.7143000000000939, 0.7385000000000446, 0.7482000000001108, 0.7669000000000779, 0.7711000000000467, 0.7744000000000142, 0.8022000000000844, 0.8076000000000931, 0.8123000000000502, 0.835700000000088, 0.84050000000002, 0.8495000000000346, 0.8511000000000877, 0.884900000000016, 0.9057999999999993, 0.9315000000000282, 0.9357000000001108, 0.953200000000038, 0.9699000000000524, 1.1440000000000055]","[0.01850000000001728, 0.039800000000013824, 0.05200000000002092, 0.08540000000004966, 0.09980000000007294, 0.10580000000004475, 0.11190000000010514, 0.1490000000000009, 0.15820000000007894, 0.261600000000044, 0.31510000000002947, 0.3975000000000364, 0.41020000000003165, 0.4295000000000755, 0.4733000000001084, 0.4802000000000817, 0.4835000000000491, 0.4944000000000415, 0.5038000000000693, 0.6031000000000404, 0.6480000000000246, 0.6779000000000224, 0.6880000000001019, 0.7011000000001104, 0.7076000000000704, 0.7386000000000195, 0.7979000000000269, 0.8110000000000355, 0.8152000000000044, 0.8525000000000773, 0.8679000000000769, 0.8835000000000264, 0.9258000000000948, 1.144200000000069]","[0.014600000000086766, 0.025600000000054024, 0.028800000000046566, 0.04470000000003438, 0.06540000000006785, 0.09470000000010259, 0.09810000000004493, 0.13580000000001746, 0.14980000000002747, 0.15830000000005384, 0.17970000000002528, 0.18870000000003984, 0.20480000000009113, 0.21100000000001273, 0.2456000000000813, 0.2579000000000633, 0.2865000000000464, 0.29680000000007567, 0.3140000000000782, 0.3365000000000009, 0.34730000000001837, 0.4072000000001026, 0.4511000000001104, 0.48450000000002547, 0.4919000000001006, 0.5032000000001062, 0.5167000000000144, 0.5261000000000422, 0.5619000000000369, 0.5742000000000189, 0.6311000000000604, 0.6362000000000307, 0.6470000000000482, 0.6591000000000804, 0.6726000000001022, 0.6870000000000118, 0.6925000000001091, 0.7145000000000437, 0.7216000000000804, 0.7317000000000462, 0.7406000000000859, 0.76400000000001, 0.7727000000000999, 0.789000000000101, 0.7999000000000933, 0.8037000000000489, 0.8075000000000045, 0.8151000000000295, 0.83400000000006, 0.8389000000000806, 0.8544000000000551, 0.8836000000000013, 0.9200000000000728, 0.9906000000000859, 1.069400000000087, 1.0923999999999978, 1.1231000000000222, 1.1445000000001073, 1.1740000000000919, 1.1829000000000178, 1.1982000000000426]","[0.011500000000069122, 0.08680000000003929, 0.14540000000010878, 0.2515000000000782, 0.27910000000008495, 0.33930000000009386, 0.3970000000000482, 0.5384000000000242, 0.5599000000000842, 1.108699999999999, 1.1499000000000024, 1.1901000000000295]","[0.2926000000001068, 0.5449000000000979, 0.5586000000000695, 0.643100000000004, 0.6680000000000064, 1.0103000000000293, 1.0872000000000526, 1.1914000000000442]","[0.014600000000086766, 0.04200000000003001, 0.12550000000010186, 0.2037000000000262, 0.26290000000005875, 0.3005000000000564, 0.3366000000000895, 0.4741000000000213, 0.48700000000008004, 0.5262000000000171, 0.5811000000001059, 0.7147000000001071, 0.7239000000000715, 0.7823000000000775, 0.8000000000000682, 0.8285000000000764, 0.8544000000000551, 0.9908000000000357, 1.0892000000000053, 1.1394999999999982]","[0.2396000000001095, 0.30110000000001946, 0.33360000000004675, 0.4313000000000784, 0.4944000000000415, 0.6666000000000167, 0.6741000000000668, 0.7878000000000611, 0.9024000000000569, 0.915300000000002, 1.0785000000000764, 1.1679000000000315, 1.1883000000000266]","[0.6450000000000955, 0.6688000000000329, 0.6919000000000324, 0.7111000000001013]","[0.24530000000004293, 0.6287000000000944, 0.6361000000000558, 0.7141000000000304, 0.7386000000000195, 0.7970000000000255, 0.8090000000000828, 0.8144000000000915, 0.8797000000000708]","[0.09050000000002001, 0.1935000000000855, 0.36850000000004, 0.38900000000001, 0.4028000000000702, 0.46250000000009095, 0.6095000000000255, 0.6574000000000524, 0.7549000000000206, 0.7798000000000229, 0.801300000000083, 0.8669000000001006, 0.8861000000000558, 0.9519000000000233, 1.1213000000000193]","[0.018600000000105865, 0.036800000000084765, 0.04460000000005948, 0.054600000000050386, 0.08890000000008058, 0.1149000000000342, 0.12060000000008131, 0.14800000000002456, 0.1569000000000642, 0.16620000000000346, 0.16970000000003438, 0.17880000000002383, 0.1874000000000251, 0.19810000000006767, 0.20460000000002765, 0.21100000000001273, 0.2239000000000715, 0.23440000000005057, 0.23940000000004602, 0.24660000000005766, 0.2581000000000131, 0.2738000000000511, 0.28940000000000055, 0.2982000000000653, 0.3023000000000593, 0.3269000000000233, 0.36220000000002983, 0.4090000000001055, 0.43040000000007694, 0.4594000000000733, 0.4671000000000731, 0.4761000000000877, 0.48050000000000637, 0.4958000000000311, 0.5167000000000144, 0.5260000000000673, 0.5785000000000764, 0.6035000000000537, 0.6075000000000728, 0.6303000000000338, 0.6362000000000307, 0.642400000000066, 0.6479000000000497, 0.6550000000000864, 0.6614000000000715, 0.6705000000000609, 0.6764000000000578, 0.6836000000000695, 0.6899000000000797, 0.6948000000001002, 0.7038000000000011, 0.7081000000000586, 0.7214000000000169, 0.7336999999999989, 0.7371000000000549, 0.7412000000000489, 0.7455000000001064, 0.7512000000000398, 0.7598000000000411, 0.7745000000001028, 0.7868000000000848, 0.793700000000058, 0.7999000000000933, 0.807700000000068, 0.8127000000000635, 0.823500000000081, 0.8311000000001059, 0.8354000000000497, 0.8533000000001039, 0.8570000000000846, 0.8631000000000313, 0.8722000000000207, 0.8786000000000058, 0.8835000000000264, 0.8882000000000971, 0.8990000000000009, 0.9059000000000879, 0.918700000000058, 0.9220000000000255, 0.9408000000000811, 0.9459000000000515, 0.9533000000000129, 0.9587000000000216, 0.9895000000000209, 0.9940000000000282, 1.0056000000000722, 1.0366000000000213, 1.0664000000000442, 1.0923999999999978, 1.1420000000000528, 1.1585000000000036]","[0.012400000000070577, 0.0484000000000151, 0.0906000000001086, 0.147199999999998, 0.1773000000000593, 0.2767000000000053, 0.3264000000000351, 0.5292000000000598, 1.162900000000036]"
1,0,Bea,"[0.017800000000079308, 0.021900000000073305, 0.056800000000066575, 0.0804000000000542, 0.12260000000003402, 0.13170000000002346, 0.1591000000000804, 0.23190000000010969, 0.27330000000006294, 0.27690000000006876, 0.2865000000000464, 0.3205000000000382, 0.35770000000002256, 0.36600000000009913, 0.3727000000000089, 0.38630000000000564, 0.4094000000000051, 0.4473000000000411, 0.457300000000032, 0.511600000000044, 0.569400000000087, 0.6437000000000808, 0.6993000000001075, 0.7541000000001077, 0.8479000000000951, 0.887700000000109, 1.0604000000000724, 1.0871000000000777, 1.1236000000000104, 1.1299000000000206, 1.185100000000034]","[0.01160000000004402, 0.015100000000074942, 0.03600000000005821, 0.06920000000002346, 0.07780000000002474, 0.08800000000007913, 0.09770000000003165, 0.18490000000008422, 0.211400000000026, 0.21850000000006276, 0.24300000000005184, 0.3106000000000222, 0.3420000000000982, 0.34800000000007003, 0.37190000000009604, 0.38140000000009877, 0.3969000000000733, 0.4050000000000864, 0.41230000000007294, 0.43000000000006366, 0.44400000000007367, 0.4530000000000882, 0.5281000000001086, 0.5476000000001022, 0.6273000000001048, 0.6683000000000447, 0.6757000000000062, 0.6853000000000975, 0.700200000000109, 0.7330000000000609, 0.7518000000000029, 0.77150000000006, 0.7980000000000018, 0.8172000000000708, 0.829900000000066, 0.8385000000000673, 0.8684000000000651, 0.8756000000000768, 0.8927000000001044, 0.9011000000000422, 0.9315000000000282, 0.9453000000000884, 0.9906000000000859, 1.0497000000000298, 1.053600000000074, 1.0900000000000318, 1.1385000000000218, 1.1453000000000202, 1.1939000000000988]","[0.015100000000074942, 0.03600000000005821, 0.08290000000010878, 0.20050000000003365, 0.21840000000008786, 0.2783000000000584, 0.2964000000000624, 0.40260000000000673, 0.4858000000000402, 0.5056000000000722, 0.5159000000001015, 0.5790000000000646, 0.6174000000000888, 0.6460000000000719, 0.6555000000000746, 0.6658000000001039, 0.6694000000001097, 0.6924000000000206, 0.7202000000000908, 0.7330000000000609, 0.7397000000000844, 0.7804000000000997, 0.7841000000000804, 0.8067000000000917, 0.8115999999999985, 0.8271000000000868, 0.8346000000000231, 0.998700000000099, 1.0285000000000082, 1.0711000000000013, 1.1979000000000042]","[0.014000000000010004, 0.05550000000005184, 0.08300000000008367, 0.0969000000000051, 0.19920000000001892, 0.24909999999999854, 0.27540000000010423, 0.37020000000006803, 0.46500000000003183, 0.46860000000003765, 0.4732000000000198, 0.5142000000000735, 0.5245000000001028, 0.5296000000000731, 0.6297000000000708, 0.6347000000000662, 0.6446000000000822, 0.652300000000082, 0.662900000000036, 0.6707000000000107, 0.6982000000000426, 0.7619000000000824, 0.8205000000000382, 0.8272000000000617, 0.8329000000001088, 0.8403000000000702, 0.8509999999999991, 0.8619000000001051, 0.9200000000000728, 1.0310000000000628, 1.1147000000000844, 1.134300000000053, 1.1539000000000215]","[0.0005000000001018634, 0.004000000000019099, 0.14600000000007185, 0.15570000000002437, 0.20050000000003365, 0.24920000000008713, 0.27480000000002747, 0.2964000000000624, 0.3064000000000533, 0.31770000000005894, 0.3421000000000731, 0.3893000000000484, 0.41850000000010823, 0.44800000000009277, 0.4697000000001026, 0.47420000000010987, 0.4858000000000402, 0.49350000000004, 0.5505000000000564, 0.5791000000000395, 0.6112000000000535, 0.6173000000000002, 0.6339000000000397, 0.6399000000000115, 0.6544000000000096, 0.6782000000000608, 0.6875, 0.6924000000000206, 0.7028999999999996, 0.7180000000000746, 0.7256000000000995, 0.7318000000000211, 0.7408000000000357, 0.7979000000000269, 0.8100000000000591, 0.8257000000000971, 0.8345000000000482, 0.8844000000000278, 0.8926000000000158, 0.9315000000000282, 0.9596000000000231, 0.9830000000000609, 1.0120000000000573, 1.0285000000000082, 1.0527000000000726, 1.0668000000000575, 1.0854000000000497, 1.0912000000000717, 1.095600000000104, 1.112600000000043, 1.1207000000000562, 1.1393000000000484, 1.1539000000000215, 1.1889000000001033]","[0.9059000000000879, 0.9454000000000633, 0.9892000000000962, 1.0208000000000084, 1.046199999999999, 1.0701999999999998, 1.0970000000000937, 1.1609000000000833, 1.1946000000000367]","[0.0012000000000398359, 0.040500000000065484, 0.0885000000000673, 0.35960000000000036, 0.364400000000046, 0.48250000000007276, 0.4882000000000062, 0.5830000000000837, 0.6651000000000522, 0.6692000000000462, 0.6729000000000269, 1.1090000000000373]","[0.009000000000014552, 0.030900000000087857, 0.11750000000006366, 0.15460000000007312, 0.49350000000004, 0.5352000000000317, 0.5507000000000062, 0.6216000000000577, 0.6584000000000287, 0.6798000000000002, 0.7030000000000882, 0.7409000000000106, 0.7723000000000866, 0.8102000000000089, 0.8301000000000158, 0.834699999999998, 0.8629000000000815, 0.8897000000000617, 0.9544000000000779, 1.064200000000028, 1.107900000000086]","[0.09230000000002292, 0.10380000000009204, 0.13840000000004693, 0.20660000000009404, 0.22300000000007003, 0.433400000000006, 0.4553000000000793, 0.477800000000002, 0.49860000000001037, 0.5151000000000749, 0.5860000000000127, 0.65300000000002, 0.6669000000000551, 0.6875, 0.7908000000001039, 0.8126000000000886, 0.8397000000001071, 0.9338000000000193, 1.0128000000000839, 1.0377000000000862, 1.075200000000109, 1.112600000000043, 1.182100000000105]","[0.09510000000000218, 0.3420000000000982, 0.43450000000007094, 0.49710000000004584, 0.5706000000000131, 0.599700000000098, 0.6428000000000793, 0.6702999999999975, 0.6963000000000648, 0.7268000000000256, 0.8575000000000728, 1.1865000000000236]","[0.06200000000001182, 0.08020000000010441, 0.11910000000000309, 0.24310000000002674, 0.34380000000010114, 0.41620000000000346, 0.5015000000000782, 0.6674000000000433, 0.6778000000000475, 0.708400000000097, 0.7228000000000065, 0.7351000000001022, 0.7421000000000504, 0.7497000000000753, 0.7675000000000409, 0.8033000000000357, 0.8329000000001088, 0.9924000000000888, 1.0217000000000098, 1.056100000000015, 1.1709000000000742]","[0.24500000000000455, 0.42250000000001364, 0.47680000000002565, 0.5968000000000302, 0.6060000000001082, 0.7083000000000084, 0.7436000000000149, 0.8281000000000631, 0.9191000000000713, 0.9519000000000233, 0.9840000000000373, 1.0358000000001084]","[0.015000000000100044, 0.036100000000033106, 0.041200000000003456, 0.0563000000000784, 0.06370000000003984, 0.07210000000009131, 0.07600000000002183, 0.09790000000009513, 0.13590000000010605, 0.14590000000009695, 0.15160000000003038, 0.16430000000002565, 0.20050000000003365, 0.2339000000000624, 0.24490000000002965, 0.2499000000000251, 0.2757000000000289, 0.2798000000000229, 0.29670000000010077, 0.3042000000000371, 0.3321000000000822, 0.3451000000000022, 0.35410000000001673, 0.3723000000001093, 0.3824000000000751, 0.40260000000000673, 0.4175000000000182, 0.4448000000001002, 0.4513000000000602, 0.4673000000000229, 0.47509999999999764, 0.4858000000000402, 0.5033000000000811, 0.5117000000000189, 0.5283000000000584, 0.5450000000000728, 0.5914000000000215, 0.5961000000000922, 0.6112000000000535, 0.6156000000000859, 0.6207000000000562, 0.62600000000009, 0.6365000000000691, 0.6469000000000733, 0.6501000000000658, 0.6543000000000347, 0.661200000000008, 0.6685000000001082, 0.6765000000000327, 0.6839000000001079, 0.6979000000000042, 0.7124000000000024, 0.7170000000000982, 0.7212000000000671, 0.7305000000000064, 0.7343000000000757, 0.7407000000000608, 0.7509000000000015, 0.7589000000000397, 0.7690000000000055, 0.7737000000000762, 0.781400000000076, 0.789600000000064, 0.7935000000001082, 0.7969000000000506, 0.8122000000000753, 0.8243000000001075, 0.829900000000066, 0.8377000000000407, 0.8429000000000997, 0.86200000000008, 0.8714000000001079, 0.8768000000000029, 0.8817999999999984, 0.9014000000000806, 0.9062000000000126, 0.9171000000000049, 0.9319000000000415, 0.9375, 0.9619000000000142, 0.9707000000000789, 0.9759999999999991, 0.9861000000000786, 0.9942000000000917, 1.0025000000000546, 1.031400000000076, 1.039600000000064, 1.0439000000000078, 1.0576000000000931, 1.0650000000000546, 1.0692999999999984, 1.1461000000000467, 1.1592000000000553, 1.1774000000000342, 1.1891000000000531, 1.1979000000000042]","[0.3824000000000751, 0.9019000000000688, 0.9998000000000502, 1.0302000000000362, 1.0546000000000504, 1.0838000000001102, 1.157100000000014, 1.1822000000000799]"
2,0,Bea,"[0.050200000000131695, 0.06650000000013279, 0.08620000000007622, 0.3247000000001208, 0.4191000000000713, 0.4591000000001486, 0.46670000000005984, 0.5071000000000367, 0.5130000000001473, 0.5473000000000638, 0.5931000000000495, 0.6223000000001093, 0.7009000000000469, 0.9992000000000871, 1.04950000000008, 1.0555000000000518, 1.1143000000000711, 1.152300000000082]","[0.055000000000063665, 0.06930000000011205, 0.07320000000004256, 0.1226000000001477, 0.1326000000001386, 0.1771000000001095, 0.20060000000012224, 0.256200000000149, 0.26880000000005566, 0.2844000000001188, 0.29290000000014516, 0.38430000000005293, 0.4166000000001304, 0.4209000000000742, 0.43260000000009313, 0.4476000000000795, 0.4529000000001133, 0.4816000000000713, 0.4856000000000904, 0.5087000000000899, 0.5373000000000729, 0.5556000000001404, 0.592200000000048, 0.6060000000001082, 0.6209000000001197, 0.6248000000000502, 0.6288000000000693, 0.6356000000000677, 0.654100000000085, 0.6674000000000433, 0.6760000000000446, 0.6883000000001402, 0.6980000000000928, 0.7201000000001159, 0.7427000000001271, 0.7578000000000884, 0.7641000000000986, 0.7678000000000793, 0.7803000000001248, 0.7884000000001379, 0.7922000000000935, 0.7963000000000875, 0.8018000000000711, 0.8124000000001388, 0.8230000000000928, 0.8296000000001413, 0.8677000000001271, 0.8843000000000529, 0.976500000000101, 1.0113000000001193, 1.0534000000001242, 1.1306000000000722, 1.142400000000066, 1.1929000000001224]","[0.0382000000000744, 0.07790000000011332, 0.11970000000007985, 0.16420000000005075, 0.21860000000003765, 0.2459000000001197, 0.2843000000001439, 0.33780000000012933, 0.5784000000001015, 0.5867000000000644, 0.6485000000001264, 0.6559000000000879, 0.6703000000001111, 0.6770000000001346, 0.686800000000062, 0.7261000000000877, 0.7357000000000653, 0.7420000000000755, 0.7731000000001131, 0.7768000000000939, 0.8413000000000466, 1.0341000000000804, 1.0508000000000948, 1.0926000000000613, 1.1046000000001186, 1.1242000000000871, 1.1589000000001306]","[0.0521000000001095, 0.06140000000004875, 0.1227000000001226, 0.14150000000006457, 0.23250000000007276, 0.27660000000014406, 0.33980000000008204, 0.5163000000001148, 0.5623000000000502, 0.5784000000001015, 0.631900000000087, 0.6404000000001133, 0.651700000000119, 0.6568000000000893, 0.6779000000001361, 0.7061000000001059, 0.7199000000000524, 0.7407000000000608, 0.7503000000000384, 0.7566000000000486, 0.7754000000001042, 0.7802000000000362, 0.7839000000001306, 0.805300000000102, 0.8151000000001432, 0.8332000000001472, 0.8741000000001122, 1.0508000000000948, 1.1266000000000531, 1.131900000000087, 1.1694000000001097]","[0.037100000000123146, 0.0866000000000895, 0.09210000000007312, 0.09940000000005966, 0.1105000000001155, 0.23230000000012296, 0.2540000000001328, 0.26040000000011787, 0.2759000000000924, 0.29710000000011405, 0.3308000000000675, 0.3566000000000713, 0.3951000000000704, 0.4007000000001426, 0.41580000000010386, 0.4398000000001048, 0.4734000000000833, 0.4857000000000653, 0.5087000000000899, 0.5204000000001088, 0.5237000000000762, 0.5306000000000495, 0.5385000000001128, 0.5447000000001481, 0.5897000000001071, 0.6012000000000626, 0.6057000000000698, 0.6204000000001315, 0.6381000000001222, 0.6485000000001264, 0.6584000000001424, 0.6688000000001466, 0.6755000000000564, 0.6788000000001375, 0.6841000000000577, 0.6910000000001446, 0.7018000000000484, 0.7273000000001275, 0.7512000000000398, 0.7730000000001382, 0.7837000000000671, 0.8331000000000586, 0.839200000000119, 0.8915000000000646, 0.934400000000096, 0.9654000000000451, 0.976500000000101, 1.0043000000000575, 1.0442000000000462, 1.0508000000000948, 1.0664000000000442, 1.1367000000001326, 1.143500000000131, 1.1691000000000713]","[0.056400000000053296, 0.38940000000013697, 0.4213000000000875, 0.4901000000000977, 0.5142000000000735, 0.6159000000001242]","[0.11040000000014061, 0.15760000000011587, 0.19050000000004275, 0.630100000000084, 0.6880000000001019, 0.809400000000096, 0.8493000000000848, 0.9925000000000637]","[0.004500000000120963, 0.037100000000123146, 0.1732000000000653, 0.21630000000004657, 0.2195000000000391, 0.3001000000000431, 0.4398000000001048, 0.4671000000000731, 0.5128000000000839, 0.5924000000001115, 0.6205000000001064, 0.6696000000000595, 0.6917000000000826, 0.7196000000001277, 0.7274000000001024, 0.7560000000000855, 0.8876000000001341, 0.9091000000000804, 0.9238000000001421, 0.9299000000000888, 0.9645000000000437, 1.0026000000001432, 1.038900000000126, 1.0479000000001406, 1.0614000000000487, 1.0665000000001328, 1.0928000000001248, 1.1368000000001075]","[0.044400000000109685, 0.08520000000009986, 0.11740000000008877, 0.1875000000001137, 0.2091000000001486, 0.2523000000001048, 0.28930000000013933, 0.31950000000006185, 0.3383000000001175, 0.3649000000001479, 0.4109000000000833, 0.4575000000000955, 0.5204000000001088, 0.5517000000000962, 0.5781000000000631, 0.6395000000001119, 0.6576000000001159, 0.6897000000001299, 0.7501000000000886, 0.7845000000000937, 0.823400000000106, 0.8505000000001246, 0.9021000000001322, 0.9395000000000664, 1.012700000000109, 1.0491000000000668, 1.0781000000000631, 1.1327000000001135]","[0.12600000000009004, 0.23510000000010223, 0.5792000000001281, 0.5995000000001482, 0.619600000000105, 0.6408000000001266, 0.6808000000000902, 0.7752000000000407, 0.8458000000000538]","[0.14170000000012806, 0.2697000000000571, 0.30360000000007403, 0.385300000000143, 0.5895000000000437, 0.6334000000000515, 0.6520000000000437, 0.6856000000001359, 0.7490000000001373, 0.7706000000000586, 0.7976000000001022, 0.8031000000000859, 0.833300000000122, 0.859700000000089, 1.1652000000001408]","[0.12950000000012096, 0.15780000000006567, 0.19690000000014152, 0.2905000000000655, 0.364400000000046, 0.5270000000000437, 0.6519000000000688, 0.6677000000000817, 0.7272000000000389, 0.7307000000000698, 0.7437000000001035, 0.7478000000000975, 0.7628000000000839, 0.789000000000101, 0.7939000000001215, 0.8040000000000873, 0.825200000000109, 0.8404000000000451]","[0.01440000000013697, 0.019400000000132422, 0.03190000000006421, 0.05300000000011096, 0.06290000000012697, 0.08270000000004529, 0.09200000000009823, 0.11770000000012715, 0.14060000000006312, 0.1772000000000844, 0.22270000000014534, 0.23340000000007421, 0.24450000000013006, 0.2478000000000975, 0.27130000000011023, 0.2863000000000966, 0.29300000000012005, 0.2985000000001037, 0.30520000000012715, 0.33730000000014115, 0.37770000000011805, 0.3871000000001459, 0.412900000000036, 0.45080000000007203, 0.5165000000000646, 0.5838000000001102, 0.6061000000000831, 0.6140000000001464, 0.6224000000000842, 0.6302000000000589, 0.639400000000137, 0.6470000000000482, 0.6582000000000789, 0.6718000000000757, 0.676900000000046, 0.6832000000000562, 0.6970000000001164, 0.7040000000000646, 0.7074000000001206, 0.7169000000001233, 0.7223000000001321, 0.7343000000000757, 0.7427000000001271, 0.7470000000000709, 0.7529000000000678, 0.7599000000001297, 0.764400000000137, 0.7745000000001028, 0.7802000000000362, 0.7870000000001482, 0.7963000000000875, 0.8359000000000378, 0.8396000000001322, 0.843900000000076, 0.8476000000000568, 0.8551000000001068, 0.861400000000117, 0.8664000000001124, 0.8874000000000706, 0.8915000000000646, 0.8968000000000984, 0.9227000000000771, 0.926200000000108, 0.9308000000000902, 0.9374000000001388, 0.9469000000001415, 0.9675000000000864, 0.976500000000101, 0.9848000000000638, 0.988700000000108, 1.017400000000066, 1.0217000000001235, 1.0452000000001362, 1.0508000000000948, 1.0620000000001255, 1.0762000000000853, 1.0926000000000613, 1.1181000000001404, 1.1358000000001311, 1.1931000000000722]","[0.0742000000001326, 0.4538000000001148, 0.4614000000001397, 0.4800000000001319, 0.5154000000001133, 0.5872000000000526, 0.6300000000001091, 1.1941000000000486]"
