,label,stimuli,S1U1,S2U1,S2U2,S3U1,S3U2,S4U1,S4U2,S4U3,S1U2,S1U3,S1U4,S3U3,S3U4,S4U4
0,0,Bea,"[0.06680000000005748, 0.09010000000000673, 0.15009999999995216, 0.1594000000000051, 0.16660000000001673, 0.17840000000001055, 0.1998999999999569, 0.24090000000001055, 0.27800000000002, 0.29759999999998854, 0.3141000000000531, 0.3712000000000444, 0.38790000000005875, 0.4107000000000198, 0.5301000000000613, 0.5415000000000418, 0.5893999999999551, 0.628400000000056, 0.6371000000000322, 0.6468999999999596, 0.6558999999999742, 0.6621000000000095, 0.7509999999999764, 0.7587999999999511, 0.8105000000000473, 0.8153999999999542, 0.8355999999999995, 0.8816000000000486, 0.9035000000000082, 0.9634999999999536, 1.022299999999973, 1.0679000000000087, 1.1237999999999602, 1.165899999999965, 1.1879999999999882, 1.1928000000000338, 1.1978000000000293]","[0.011899999999968713, 0.041299999999978354, 0.05169999999998254, 0.058300000000031105, 0.10659999999995762, 0.1594000000000051, 0.23479999999995016, 0.2518999999999778, 0.32960000000002765, 0.40869999999995343, 0.4519999999999982, 0.5078999999999496, 0.6154000000000224, 0.6208000000000311, 0.6927000000000589, 0.705600000000004, 0.723700000000008, 0.7304000000000315, 0.7854999999999563, 0.8011000000000195, 0.8410999999999831, 0.9017999999999802, 0.9800000000000182, 0.9850000000000136, 0.9936000000000149, 1.0457999999999856, 1.092200000000048, 1.143000000000029, 1.169300000000021, 1.1941000000000486]","[0.12319999999999709, 0.34000000000003183, 0.3591000000000122, 0.43070000000000164, 0.8318000000000438, 1.0754000000000588, 1.1511000000000422]","[0.00760000000002492, 0.02030000000002019, 0.024400000000014188, 0.14170000000001437, 0.151299999999992, 0.15620000000001255, 0.1734000000000151, 0.21519999999998163, 0.2799999999999727, 0.34170000000005984, 0.34780000000000655, 0.35580000000004475, 0.37829999999996744, 0.383199999999988, 0.4539999999999509, 0.4841000000000122, 0.5326999999999771, 0.536200000000008, 0.5510000000000446, 0.5779999999999745, 0.6140000000000327, 0.6321000000000367, 0.6375000000000455, 0.6494999999999891, 0.6597000000000435, 0.6706000000000358, 0.6742000000000417, 0.7679000000000542, 0.7735000000000127, 0.8193999999999733, 0.8558000000000447, 0.8619999999999663, 0.8885000000000218, 0.90949999999998, 1.0057000000000471, 1.0148000000000366, 1.0265000000000555, 1.0551000000000386, 1.070100000000025, 1.0766999999999598, 1.0801999999999907, 1.0924999999999727, 1.124400000000037, 1.1488000000000511]","[0.04499999999995907, 0.12450000000001182, 0.18410000000005766, 0.2501999999999498, 0.3046000000000504, 0.3082000000000562, 0.36559999999997217, 0.39599999999995816, 0.4188000000000329, 0.4880000000000564, 0.5123999999999569, 0.6998999999999569, 0.7288999999999533, 0.7332000000000107, 0.7975999999999885, 0.9234000000000151, 0.9405000000000427, 0.9818000000000211, 1.0990000000000464, 1.1096000000000004]","[0.0018999999999778083, 0.18100000000004002, 0.22100000000000364, 0.36000000000001364, 0.4329000000000178, 0.572400000000016, 0.5836000000000467, 0.5919000000000096, 0.6302000000000589, 0.6947000000000116, 0.8203999999999496, 0.844600000000014, 0.8823999999999614, 0.8945999999999685, 1.038499999999999, 1.0942999999999756, 1.106200000000058, 1.1317999999999984, 1.1458999999999833]","[0.08109999999999218, 0.09010000000000673, 0.09709999999995489, 0.14160000000003947, 0.2799999999999727, 0.31520000000000437, 0.566599999999994, 0.7286000000000286, 0.8686999999999898, 0.9233000000000402]",[],"[0.2196999999999889, 0.6439000000000306, 0.8734000000000606, 1.0149000000000115]","[0.011799999999993815, 0.034300000000030195, 0.04250000000001819, 0.05370000000004893, 0.07519999999999527, 0.11509999999998399, 0.14200000000005275, 0.20519999999999072, 0.21490000000005693, 0.22469999999998436, 0.23500000000001364, 0.24739999999997053, 0.2522000000000162, 0.2620000000000573, 0.273900000000026, 0.30129999999996926, 0.3079999999999927, 0.31740000000002055, 0.3265999999999849, 0.3324999999999818, 0.34180000000003474, 0.3465999999999667, 0.3523000000000138, 0.36559999999997217, 0.3748000000000502, 0.3808999999999969, 0.39599999999995816, 0.40589999999997417, 0.44860000000005584, 0.45860000000004675, 0.4923999999999751, 0.497600000000034, 0.5012000000000398, 0.5059999999999718, 0.5189000000000306, 0.5270000000000437, 0.5351000000000568, 0.5466000000000122, 0.5523000000000593, 0.5621999999999616, 0.605199999999968, 0.6118999999999915, 0.6157000000000608, 0.6208000000000311, 0.6340000000000146, 0.6699999999999591, 0.6811999999999898, 0.6927000000000589, 0.6998999999999569, 0.7074000000000069, 0.72199999999998, 0.7413000000000238, 0.7468000000000075, 0.7552000000000589, 0.772199999999998, 0.7888000000000375, 0.7990999999999531, 0.802599999999984, 0.8479999999999563, 0.856899999999996, 0.8649000000000342, 0.8698000000000548, 0.8778999999999542, 0.8845000000000027, 0.8893000000000484, 0.8968999999999596, 0.9201000000000477, 0.9343000000000075, 0.9388999999999896, 0.9425999999999704, 0.9486000000000558, 0.9574000000000069, 0.9740000000000464, 0.9781000000000404, 0.9850999999999885, 0.9923999999999751, 0.9973999999999705, 1.0077999999999747, 1.0462999999999738, 1.0499999999999545, 1.0860000000000127, 1.094000000000051, 1.0996000000000095, 1.115099999999984, 1.131399999999985, 1.143199999999979, 1.1488000000000511, 1.169300000000021, 1.181600000000003]","[0.11189999999999145, 0.4456000000000131, 0.4520999999999731, 0.4773000000000138, 0.8259000000000469, 0.9142000000000507]","[0.02790000000004511, 0.03290000000004056, 0.04870000000005348, 0.23900000000003274, 0.2621000000000322, 0.3348999999999478, 0.3587999999999738, 0.43280000000004293, 0.4800000000000182, 0.5005999999999631, 0.5399999999999636, 0.5665000000000191, 0.5820999999999685, 0.6245000000000118, 0.6928000000000338, 0.7377999999999929, 0.7413999999999987, 0.8763999999999896, 0.8925000000000409, 1.0324000000000524]","[0.06110000000001037, 0.11390000000005784, 0.12000000000000455, 0.1653999999999769, 0.2097999999999729, 0.22280000000000655, 0.2341000000000122, 0.3120000000000118, 0.31780000000003383, 0.3753000000000384, 0.38630000000000564, 0.400600000000054, 0.44020000000000437, 0.44659999999998945, 0.5179000000000542, 0.5439000000000078, 0.5979999999999563, 0.6441999999999553, 0.665300000000002, 0.7215999999999667, 0.7532999999999674, 0.7940999999999576, 0.8093000000000075, 0.8160000000000309, 0.8248999999999569, 0.8689000000000533, 0.9130999999999858, 0.9298000000000002, 0.9527000000000498, 0.9574999999999818, 0.998299999999972, 1.1517999999999802, 1.1747000000000298]","[0.11030000000005202, 0.1653999999999769, 0.19259999999997035, 0.23749999999995453, 0.48929999999995744, 0.5199999999999818, 0.6163000000000238, 0.6209999999999809, 0.6337999999999511, 0.6443000000000438, 0.669399999999996, 0.774599999999964, 0.9406999999999925, 1.0317000000000007, 1.1535000000000082, 1.1888999999999896]"
1,0,Bea,"[0.019400000000018736, 0.037900000000036016, 0.08439999999995962, 0.09410000000002583, 0.32569999999998345, 0.34010000000000673, 0.3810999999999467, 0.4551000000000158, 0.4715999999999667, 0.5339999999999918, 0.5984999999999445, 0.6644999999999754, 0.6754999999999427, 0.6906000000000176, 0.6994999999999436, 0.7350000000000136, 0.7678999999999405, 0.7998000000000047, 1.0376999999999725, 1.058300000000031, 1.087699999999927, 1.1141999999999825, 1.1630999999999858]","[0.22669999999993706, 0.233600000000024, 0.3687999999999647, 0.5518999999999323, 0.6371000000000322, 0.6820000000000164, 0.7085999999999331, 0.7197999999999638, 0.8181999999999334, 0.920099999999934, 0.9574999999999818, 0.9706999999999653, 0.9765999999999622, 1.107599999999934, 1.1142999999999574]","[0.6994999999999436, 0.754099999999994, 0.7671000000000276, 0.8072999999999411, 0.8605999999999767]","[0.04759999999998854, 0.12229999999999563, 0.14400000000000546, 0.15670000000000073, 0.16179999999997108, 0.19529999999997472, 0.21089999999992415, 0.26099999999996726, 0.2726999999999862, 0.39229999999997744, 0.5593999999999824, 0.5884999999999536, 0.5950000000000273, 0.6140000000000327, 0.6182999999999765, 0.6240000000000236, 0.6322999999999865, 0.6467999999999847, 0.6843000000000075, 0.7088999999999714, 0.7361999999999398, 0.7636999999999716, 0.7778999999999314, 0.7835000000000036, 0.7875000000000227, 0.7958999999999605, 0.834699999999998, 0.8741999999999734, 0.8973999999999478, 0.9375, 0.9683999999999742, 1.1161999999999352, 1.1360999999999422, 1.1499999999999773, 1.1598999999999933, 1.1648000000000138, 1.1902000000000044]","[0.005699999999933425, 0.03559999999993124, 0.07079999999996289, 0.12999999999999545, 0.29290000000003147, 0.46879999999998745, 0.5031999999999925, 0.5073999999999614, 0.7214999999999918, 0.9010999999999285, 0.9750999999999976, 1.0789999999999509, 1.0830999999999449]","[0.02760000000000673, 0.03409999999996671, 0.10609999999996944, 0.169399999999996, 0.18449999999995725, 0.2336999999999989, 0.23969999999997071, 0.24889999999993506, 0.28719999999998436, 0.3570999999999458, 0.40949999999998, 0.42279999999993834, 0.46240000000000236, 0.5769000000000233, 0.7764999999999418, 0.8486000000000331, 0.8628999999999678, 0.8862000000000307, 0.9457999999999629, 1.0901999999999816, 1.1258000000000266, 1.1686999999999443]","[0.3083000000000311, 0.49739999999997053, 0.6359999999999673, 0.6803999999999633, 0.7861000000000331, 0.9707999999999402, 0.9865999999999531, 1.0550999999999249, 1.068300000000022, 1.0936000000000377, 1.1048999999999296, 1.1646999999999252]",[0.3754999999999882],[],"[0.003199999999992542, 0.09820000000001983, 0.14750000000003638, 0.15049999999996544, 0.15629999999998745, 0.17679999999995744, 0.24360000000001492, 0.27719999999999345, 0.36000000000001364, 0.5381999999999607, 0.5536999999999352, 0.5852999999999611, 0.6160999999999603, 0.6508000000000038, 0.6545999999999594, 0.6802999999999884, 0.7112999999999374, 0.7241999999999962, 0.7382000000000062, 0.7470999999999322, 0.7742999999999256, 0.7825000000000273, 0.7905999999999267, 0.8039999999999736, 0.8072999999999411, 0.8102000000000089, 0.8231999999999289, 0.8357999999999493, 0.8836000000000013, 0.9796000000000049, 1.0190000000000055, 1.0979999999999563, 1.1060999999999694, 1.1350999999999658, 1.1831999999999425]","[0.07730000000003656, 0.2179999999999609, 0.22529999999994743, 0.6240000000000236, 0.7067999999999302, 1.138900000000035]","[0.2381000000000313, 0.2538999999999305, 0.26729999999997744, 0.4371999999999616, 0.7397999999999456, 0.7550999999999704, 1.1412000000000262, 1.153699999999958, 1.1707999999999856]","[0.05809999999996762, 0.3308999999999287, 0.407100000000014, 0.7451999999999543, 0.8034000000000106, 0.8645999999999958, 0.8863000000000056, 0.9487000000000307, 0.9973999999999705, 1.0167999999999893, 1.030300000000011, 1.0581999999999425, 1.1024999999999636]","[0.1532999999999447, 0.2135999999999285, 0.23090000000001965, 0.40409999999997126, 0.4339999999999691, 0.6589999999999918, 0.7659999999999627, 0.772199999999998, 1.1305999999999585, 1.1462999999999965, 1.1961999999999762]"
2,0,Bea,"[0.0012000000000398359, 0.014999999999986358, 0.02980000000002292, 0.03840000000002419, 0.05389999999999873, 0.09820000000001983, 0.11649999999997362, 0.12409999999999854, 0.17280000000005202, 0.33730000000002747, 0.36379999999996926, 0.39459999999996853, 0.4782999999999902, 0.48339999999996053, 0.49850000000003547, 0.5647000000000162, 0.5793999999999642, 0.5936000000000377, 0.6003000000000611, 0.6218999999999824, 0.6305999999999585, 0.6385999999999967, 0.6467000000000098, 0.6594000000000051, 0.6675000000000182, 0.6811999999999898, 0.9402999999999793, 0.9478000000000293, 0.9809000000000196, 1.0103000000000293, 1.048599999999965, 1.080699999999979, 1.094600000000014, 1.1499000000000024]","[0.019800000000032014, 0.13639999999998054, 0.26279999999997017, 0.37829999999996744, 0.3976999999999862, 0.42190000000005057, 0.4944000000000415, 0.578200000000038, 0.6710000000000491, 0.7045000000000528, 0.7916999999999916, 0.8047000000000253, 0.8451000000000022, 0.8962000000000216, 0.9154999999999518, 0.9564000000000306, 1.0752999999999702, 1.1925999999999704]","[0.5117999999999938, 0.616800000000012, 0.6951000000000249, 0.760599999999954, 0.9048999999999978]","[0.014000000000010004, 0.0625999999999749, 0.0706000000000131, 0.12319999999999709, 0.1272000000000162, 0.1494000000000142, 0.19420000000002346, 0.20050000000003365, 0.23850000000004457, 0.29690000000005057, 0.3242000000000189, 0.40240000000005693, 0.453899999999976, 0.5326000000000022, 0.5383000000000493, 0.5733000000000175, 0.5833000000000084, 0.5896999999999935, 0.5978000000000065, 0.6154000000000224, 0.6399000000000115, 0.6644999999999754, 0.6748999999999796, 0.6937000000000353, 0.7005000000000337, 0.7475000000000591, 0.7613999999999805, 0.7694999999999936, 0.7812000000000126, 0.7869000000000597, 0.8863999999999805, 0.9325000000000045, 0.9578999999999951, 1.0100999999999658, 1.037900000000036, 1.0739999999999554, 1.08400000000006, 1.177500000000009, 1.1925999999999704]","[0.16690000000005512, 0.25260000000002947, 0.25909999999998945, 0.3383000000000038, 0.352800000000002, 0.48710000000005493, 0.5045000000000073, 0.565900000000056, 0.6109000000000151, 0.6803999999999633, 0.943300000000022, 0.9985000000000355, 1.029700000000048, 1.048599999999965, 1.077199999999948]","[0.04790000000002692, 0.11800000000005184, 0.13990000000001146, 0.34969999999998436, 0.3669999999999618, 0.3886999999999716, 0.4352000000000089, 0.45879999999999654, 0.4980000000000473, 0.5791000000000395, 0.6167000000000371, 0.6761000000000195, 0.7480000000000473, 0.8088000000000193, 0.879099999999994, 0.8921000000000276, 0.8967000000000098, 0.9018999999999551, 0.9175999999999931, 0.9329999999999927, 1.0126999999999953, 1.0711000000000013, 1.1023000000000138, 1.1335000000000264, 1.1450999999999567, 1.1986000000000558]","[0.043800000000032924, 0.18280000000004293, 0.21529999999995653, 0.296799999999962, 0.3351999999999862, 0.36189999999999145, 0.4618000000000393, 0.6653999999999769, 0.7398000000000593, 1.0330000000000155, 1.1269999999999527]",[0.20029999999997017],"[0.7129999999999654, 0.9297000000000253]","[0.004800000000045657, 0.0866999999999507, 0.12959999999998217, 0.14430000000004384, 0.22059999999999036, 0.23739999999997963, 0.24310000000002674, 0.25109999999995125, 0.25909999999998945, 0.2902000000000271, 0.2961999999999989, 0.30560000000002674, 0.31899999999996, 0.3245000000000573, 0.34140000000002146, 0.34810000000004493, 0.3533999999999651, 0.37360000000001037, 0.41669999999999163, 0.4378000000000384, 0.4470999999999776, 0.46649999999999636, 0.48699999999996635, 0.5081000000000131, 0.511600000000044, 0.5325000000000273, 0.5431999999999562, 0.5479000000000269, 0.5687000000000353, 0.6420000000000528, 0.6566000000000258, 0.6760000000000446, 0.7043999999999642, 0.7165999999999713, 0.7371000000000549, 0.7510999999999513, 0.7916000000000167, 0.808400000000006, 0.8193999999999733, 0.8260999999999967, 0.8454000000000406, 0.852800000000002, 0.8599000000000387, 0.8627999999999929, 0.8817999999999984, 0.88900000000001, 0.8932999999999538, 0.9265000000000327, 0.9365000000000236, 0.94500000000005, 0.9687000000000126, 1.0842000000000098, 1.1095000000000255, 1.1558999999999742]","[0.16409999999996217, 0.3973999999999478, 0.9139000000000124, 0.9995000000000118]","[0.3734000000000606, 0.4977999999999838, 0.5171000000000276, 0.5938999999999623, 0.6182999999999765, 0.6327999999999747, 0.6507000000000289, 0.6689000000000078, 0.6891000000000531, 0.7346000000000004, 0.776299999999992, 0.8117999999999483, 0.8351000000000113, 1.0061000000000604, 1.0330999999999904, 1.0661000000000058]","[0.10429999999996653, 0.1169999999999618, 0.13229999999998654, 0.1593000000000302, 0.18889999999998963, 0.227800000000002, 0.2884999999999991, 0.3168000000000575, 0.34389999999996235, 0.36009999999998854, 0.3665999999999485, 0.4112999999999829, 0.41679999999996653, 0.49350000000004, 0.6064999999999827, 0.6239000000000487, 0.7263000000000375, 0.7408000000000357, 1.1157000000000608, 1.1586999999999534]","[0.018299999999953798, 0.024599999999963984, 0.14449999999999363, 0.24289999999996326, 0.26290000000005875, 0.28539999999998145, 0.42830000000003565, 0.8861000000000558, 0.9711999999999534, 1.048599999999965, 1.157799999999952]"
3,0,Bea,"[0.026600000000030377, 0.07600000000002183, 0.1268999999999778, 0.13450000000000273, 0.13829999999995835, 0.21220000000005257, 0.2217000000000553, 0.2535000000000309, 0.2700999999999567, 0.3020000000000209, 0.34360000000003765, 0.355199999999968, 0.36199999999996635, 0.4257999999999811, 0.4520999999999731, 0.4578999999999951, 0.512299999999982, 0.5173999999999523, 0.5258000000000038, 0.538599999999974, 0.5834999999999582, 0.6126000000000431, 0.6575000000000273, 0.6802000000000135, 0.6978000000000293, 0.7650999999999613, 0.7693000000000438, 0.7781999999999698, 0.9412999999999556, 0.9791999999999916, 0.9882999999999811, 1.0538000000000238, 1.1789999999999736]","[0.02179999999998472, 0.05960000000004584, 0.17460000000005493, 0.19119999999998072, 0.2535000000000309, 0.2842000000000553, 0.3020999999999958, 0.37789999999995416, 0.43449999999995725, 0.467200000000048, 0.5401000000000522, 0.5546000000000504, 0.6065999999999576, 0.7046000000000276, 0.7181000000000495, 0.7222000000000435, 0.7571000000000367, 0.7925000000000182, 0.8703000000000429, 1.0055999999999585, 1.0451000000000477]","[0.0262000000000171, 0.18089999999995143, 0.6893000000000029, 0.7798999999999978, 0.8777000000000044, 1.165200000000027]","[0.005599999999958527, 0.052500000000009095, 0.08090000000004238, 0.12990000000002055, 0.1529000000000451, 0.22940000000005512, 0.27499999999997726, 0.3039999999999736, 0.3160000000000309, 0.32349999999996726, 0.3383999999999787, 0.3451999999999771, 0.35960000000000036, 0.3854999999999791, 0.41849999999999454, 0.4492000000000189, 0.48069999999995616, 0.5066000000000486, 0.5193000000000438, 0.523900000000026, 0.5960999999999785, 0.6013000000000375, 0.6299999999999955, 0.6645999999999503, 0.6734000000000151, 0.6858999999999469, 0.6986000000000558, 0.7182000000000244, 0.8377000000000407, 0.8488999999999578, 0.957300000000032, 1.0086999999999762, 1.0164999999999509, 1.0422999999999547, 1.0873000000000275, 1.1350999999999658, 1.1708999999999605, 1.182800000000043, 1.1911999999999807]","[0.08969999999999345, 0.11630000000002383, 0.15760000000000218, 0.17449999999996635, 0.25480000000004566, 0.2681999999999789, 0.2886999999999489, 0.37779999999997926, 0.39560000000005857, 0.40989999999999327, 0.445699999999988, 0.48450000000002547, 0.49860000000001037, 0.5158000000000129, 0.748299999999972, 0.8441000000000258, 0.8700000000000045, 0.9147000000000389, 0.9690000000000509, 1.047900000000027, 1.07000000000005, 1.125599999999963, 1.138900000000035]","[0.058400000000006, 0.09259999999994761, 0.10540000000003147, 0.12149999999996908, 0.20879999999999654, 0.29740000000003874, 0.3351999999999862, 0.3585000000000491, 0.3614000000000033, 0.47630000000003747, 0.5000999999999749, 0.5596000000000458, 0.5954000000000406, 0.6035000000000537, 0.6500999999999522, 0.6721999999999753, 0.7537999999999556, 0.7836999999999534, 0.8124000000000251, 0.832300000000032, 0.8505999999999858, 0.9451000000000249, 0.9803000000000566, 1.0270000000000437, 1.049099999999953, 1.0594999999999573, 1.0641000000000531, 1.0674000000000206, 1.0942000000000007, 1.1095000000000255, 1.1235000000000355, 1.1649999999999636]","[0.051000000000044565, 0.06140000000004875, 0.4278000000000475, 0.4819999999999709, 0.5090999999999894, 0.59050000000002, 0.6404999999999745, 0.7046000000000276, 0.7468000000000075, 0.7730999999999995, 0.7966999999999871, 0.917699999999968, 1.1444999999999936]",[0.42460000000005493],[0.002100000000041291],"[0.01269999999999527, 0.01959999999996853, 0.04240000000004329, 0.06020000000000891, 0.08579999999994925, 0.10630000000003292, 0.1470000000000482, 0.151299999999992, 0.15570000000002437, 0.16629999999997835, 0.17840000000001055, 0.19129999999995562, 0.22490000000004784, 0.2297999999999547, 0.23710000000005493, 0.24649999999996908, 0.2603000000000293, 0.28560000000004493, 0.306699999999978, 0.3342000000000098, 0.37789999999995416, 0.38199999999994816, 0.4031999999999698, 0.41639999999995325, 0.47860000000002856, 0.5298999999999978, 0.5529000000000224, 0.5720000000000027, 0.5918000000000347, 0.6001999999999725, 0.6087999999999738, 0.6381000000000085, 0.6476000000000113, 0.6683000000000447, 0.6862999999999602, 0.71550000000002, 0.7200000000000273, 0.737700000000018, 0.748299999999972, 0.7948000000000093, 0.8011999999999944, 0.8197000000000116, 0.8284999999999627, 0.8401000000000067, 0.84699999999998, 0.8596999999999753, 0.8703000000000429, 0.8840999999999894, 0.8935000000000173, 0.9030999999999949, 0.9317999999999529, 0.9509000000000469, 0.9682999999999993, 0.9819999999999709, 0.9851999999999634, 0.9981999999999971, 1.005899999999997, 1.014099999999985, 1.030999999999949, 1.0351000000000568, 1.047800000000052, 1.0869000000000142, 1.1000999999999976, 1.106200000000058, 1.109299999999962, 1.1128999999999678, 1.1180000000000518, 1.130800000000022, 1.1482999999999493, 1.1620000000000346, 1.1648999999999887]","[0.2640999999999849, 0.3749000000000251, 0.439899999999966, 0.7853999999999814, 0.9596000000000231, 1.0958000000000538, 1.142500000000041, 1.188099999999963]","[0.020800000000008367, 0.027000000000043656, 0.03380000000004202, 0.043099999999981264, 0.5890000000000555, 0.6681999999999562, 0.677599999999984, 0.6924000000000206, 0.7703000000000202, 0.8613000000000284, 1.116700000000037, 1.1953999999999496]","[0.08379999999999654, 0.18640000000004875, 0.2641999999999598, 0.5828999999999951, 0.6420000000000528, 0.6500999999999522, 0.6552000000000362, 0.7055000000000291, 0.7255999999999858, 0.7432999999999765, 0.8120999999999867, 0.8573999999999842, 0.8952000000000453, 0.907100000000014, 0.9443999999999733, 1.0057000000000471, 1.032000000000039, 1.1205999999999676, 1.1450999999999567, 1.1544000000000096]","[0.20280000000002474, 0.4638999999999669, 0.524599999999964, 1.1593000000000302, 1.1901000000000295]"
4,0,Bea,"[0.05079999999998108, 0.060100000000034015, 0.08109999999999218, 0.09109999999998308, 0.1977000000000544, 0.2439000000000533, 0.2767999999999802, 0.4339999999999691, 0.4410000000000309, 0.505800000000022, 0.5446000000000595, 0.5634999999999764, 0.5757999999999583, 0.6049000000000433, 0.639699999999948, 0.6788000000000238, 0.7970000000000255, 0.8246000000000322, 0.8423000000000229, 0.9932000000000016, 1.050200000000018, 1.0579000000000178, 1.0628000000000384, 1.0860999999999876, 1.1937000000000353]","[0.0025000000000545697, 0.20010000000002037, 0.2580000000000382, 0.34730000000001837, 0.3873999999999569, 0.4157999999999902, 0.4510999999999967, 0.613399999999956, 0.6855000000000473, 0.6906000000000176, 0.6979999999999791, 0.7087999999999965, 0.7630000000000337, 0.7688000000000557, 0.7747000000000526, 1.042699999999968, 1.1873000000000502]","[0.42460000000005493, 0.7798999999999978, 0.8211000000000013]","[0.06569999999999254, 0.2078000000000202, 0.22040000000004056, 0.25940000000002783, 0.2720000000000482, 0.27539999999999054, 0.32770000000004984, 0.3472000000000435, 0.36969999999996617, 0.3746999999999616, 0.41620000000000346, 0.4873999999999796, 0.5026000000000295, 0.5131999999999834, 0.595299999999952, 0.6050000000000182, 0.608600000000024, 0.6825999999999794, 0.6875999999999749, 0.698099999999954, 0.7091000000000349, 0.7143999999999551, 0.7192000000000007, 0.7229999999999563, 0.7412000000000489, 0.7459999999999809, 0.7632999999999583, 0.7866999999999962, 0.8248999999999569, 0.8513000000000375, 0.95150000000001, 0.9589999999999463, 0.9645000000000437, 0.99350000000004, 1.0289999999999964, 1.0370000000000346, 1.0814000000000306, 1.1679000000000315, 1.1808999999999514, 1.1944999999999482]","[0.036200000000008004, 0.05200000000002092, 0.1372000000000071, 0.19000000000005457, 0.3368000000000393, 0.4519999999999982, 0.48299999999994725, 0.523900000000026, 0.6616999999999962, 0.8096000000000458, 0.8867999999999938, 0.9052000000000362, 0.9116999999999962, 0.9829999999999472, 1.1001999999999725]","[0.028599999999983083, 0.08799999999996544, 0.0986000000000331, 0.14480000000003201, 0.21059999999999945, 0.2581000000000131, 0.2904999999999518, 0.31989999999996144, 0.4289999999999736, 0.44249999999999545, 0.546100000000024, 0.5923999999999978, 0.7009000000000469, 0.7567999999999984, 0.8410000000000082, 1.0447000000000344, 1.1467000000000098]","[0.0666999999999689, 0.601099999999974, 0.7145000000000437, 0.8867999999999938, 0.9317999999999529, 1.0750000000000455]","[0.2720000000000482, 0.3491000000000213, 0.5692000000000235, 0.9185999999999694]",[],"[0.034300000000030195, 0.0402000000000271, 0.10509999999999309, 0.11230000000000473, 0.11540000000002237, 0.12660000000005311, 0.13940000000002328, 0.14560000000005857, 0.1652000000000271, 0.18020000000001346, 0.1833000000000311, 0.2037000000000262, 0.21500000000003183, 0.22640000000001237, 0.23670000000004165, 0.24049999999999727, 0.25149999999996453, 0.2578999999999496, 0.2697000000000571, 0.2883000000000493, 0.2947000000000344, 0.2985999999999649, 0.3141000000000531, 0.3229000000000042, 0.351099999999974, 0.373299999999972, 0.3845999999999776, 0.39059999999994943, 0.4016000000000304, 0.42830000000003565, 0.44399999999996, 0.48479999999995016, 0.490099999999984, 0.5120000000000573, 0.5786000000000513, 0.5875999999999522, 0.5983999999999696, 0.6020999999999503, 0.6303000000000338, 0.6470000000000482, 0.6833000000000311, 0.6938999999999851, 0.7404000000000224, 0.7688000000000557, 0.8671000000000504, 0.8736000000000104, 0.8941999999999553, 0.8977999999999611, 0.9053000000000111, 0.9086999999999534, 0.9251000000000431, 0.9283000000000357, 1.0259999999999536, 1.0715000000000146, 1.1005999999999858, 1.110900000000015, 1.1236999999999853, 1.1838000000000193]","[0.006200000000035288, 0.01160000000004402, 0.33299999999997, 0.35940000000005057, 0.6617999999999711, 1.078899999999976]","[0.022600000000011278, 0.300899999999956, 0.3846999999999525, 0.4379000000000133, 0.6468999999999596, 0.6681999999999562, 0.6915000000000191, 0.7518999999999778, 0.7824000000000524, 0.8794000000000324, 0.8944999999999936, 0.9985000000000355, 1.0616999999999734]","[0.029200000000059845, 0.06020000000000891, 0.09609999999997854, 0.1169999999999618, 0.24710000000004584, 0.40999999999996817, 0.435100000000034, 0.4761999999999489, 0.6228999999999587, 0.7766000000000304, 1.0487000000000535, 1.0733999999999924, 1.0855999999999995, 1.1054000000000315, 1.133299999999963, 1.1482999999999493]","[0.02539999999999054, 0.08259999999995671, 0.36379999999996926, 0.3791999999999689, 0.5797999999999774, 0.6486999999999625, 0.7214000000000169, 0.7815000000000509, 0.9932000000000016, 1.0534999999999854]"
