,label,stimuli,S1U1,S2U1,S2U2,S2U3,S2U4,S2U5,S3U1,S3U2,S4U1,S4U2,S1U2,S1U3,S3U3,S3U4,S3U5,S3U6
0,0,Bea,"[0.17790000000002237, 0.21249999999997726, 0.21730000000002292, 0.2728999999999928, 0.303799999999967, 0.8636999999999944, 0.9440000000000168]","[0.0034999999999740794, 0.12450000000001182, 0.1745999999999981, 0.26099999999996726, 0.31639999999998736, 0.3714999999999691, 0.44769999999999754, 0.5459000000000174, 0.7728000000000179, 0.8208000000000197, 0.9092999999999734, 0.9596000000000231]","[0.014000000000010004, 0.02030000000002019, 0.03699999999997772, 0.044499999999970896, 0.061599999999998545, 0.06880000000001019, 0.11299999999999955, 0.1694999999999709, 0.18130000000002156, 0.21580000000000155, 0.22120000000001028, 0.24909999999999854, 0.2565999999999917, 0.27760000000000673, 0.2855999999999881, 0.30639999999999645, 0.324799999999982, 0.4101999999999748, 0.4252999999999929, 0.4411999999999807, 0.46980000000002065, 0.4782000000000153, 0.4818000000000211, 0.4866000000000099, 0.49160000000000537, 0.5199000000000069, 0.5586000000000126, 0.577699999999993, 0.5826000000000136, 0.6551000000000045, 0.6795999999999935, 0.6992999999999938, 0.7087000000000216, 0.7670999999999708, 0.8245999999999754, 0.8451999999999771, 0.8543999999999983, 0.8999999999999773, 0.9164000000000101, 0.9311999999999898, 0.9379999999999882]","[0.022899999999992815, 0.04599999999999227, 0.07490000000001373, 0.10210000000000719, 0.20530000000002246, 0.20879999999999654, 0.43779999999998154, 0.512299999999982, 0.6349999999999909, 0.8123999999999683, 0.8342999999999847, 0.8915000000000077, 0.9431000000000154, 0.9553000000000225]","[0.0050999999999703505, 0.021500000000003183, 0.11469999999997071, 0.14920000000000755, 0.18729999999999336, 0.22469999999998436, 0.2500999999999749, 0.29000000000002046, 0.3048000000000002, 0.32789999999999964, 0.3346000000000231, 0.34010000000000673, 0.3534999999999968, 0.408299999999997, 0.4194999999999709, 0.4438000000000102, 0.4796999999999798, 0.5722999999999843, 0.5928000000000111, 0.6390999999999849, 0.6510999999999854, 0.7019999999999982, 0.7332000000000107, 0.7787000000000148, 0.9245000000000232, 0.9388999999999896, 0.9447000000000116, 0.9481999999999857, 0.9531000000000063, 0.9617999999999824, 0.9821999999999775]","[0.011700000000018917, 0.0333999999999719, 0.03750000000002274, 0.043099999999981264, 0.055599999999969896, 0.08510000000001128, 0.11579999999997881, 0.12549999999998818, 0.14960000000002083, 0.16109999999997626, 0.16489999999998872, 0.2104999999999677, 0.21879999999998745, 0.26949999999999363, 0.2880000000000109, 0.2968000000000188, 0.30349999999998545, 0.32519999999999527, 0.39150000000000773, 0.4105999999999881, 0.4146999999999821, 0.44959999999997535, 0.4656999999999698, 0.5006999999999948, 0.5362999999999829, 0.5733999999999924, 0.5801999999999907, 0.6114000000000033, 0.7051999999999907, 0.7703999999999951, 0.7776999999999816, 0.7819999999999823, 0.7907000000000153, 0.8371000000000208, 0.8829000000000065, 0.9209999999999923, 0.9739999999999895, 0.9893999999999892, 0.9966999999999757]","[0.05899999999996908, 0.1671999999999798, 0.27800000000002, 0.584699999999998, 0.6111999999999966, 0.6325999999999681, 0.6922000000000139, 0.757000000000005, 0.7950000000000159, 0.8233000000000175, 0.8498000000000161, 0.9248000000000047]","[0.07639999999997826, 0.10460000000000491, 0.18889999999998963, 0.8602000000000203, 0.8962000000000216]","[0.01999999999998181, 0.07130000000000791, 0.3392000000000053, 0.6467999999999847, 0.9107000000000198]","[0.3211000000000013, 0.5312999999999874, 0.6795000000000186, 0.7253999999999792, 0.7606000000000108]","[0.00380000000001246, 0.1804000000000201, 0.199799999999982, 0.21620000000001482, 0.23599999999999, 0.24720000000002074, 0.27139999999997144, 0.2785999999999831, 0.3025000000000091, 0.407100000000014, 0.5663000000000125, 0.7282000000000153, 0.8025000000000091, 0.8562000000000012, 0.8652999999999906, 0.945699999999988, 0.9492999999999938, 0.983099999999979]","[0.09530000000000882, 0.19429999999999836, 0.2104999999999677, 0.2377999999999929, 0.24919999999997344, 0.2937999999999761, 0.2989000000000033, 0.308400000000006, 0.32920000000001437, 0.40559999999999263, 0.44420000000002346, 0.9373999999999683, 0.9671000000000163, 0.9739999999999895, 0.9927999999999884]","[0.05340000000001055, 0.08370000000002165, 0.21809999999999263, 0.29930000000001655, 0.5785000000000196, 0.6145999999999958, 0.6340000000000146, 0.6653999999999769, 0.7008999999999901, 0.7667000000000144, 0.8059999999999832, 0.8423999999999978, 0.907100000000014]","[0.2787999999999897, 0.5856999999999744, 0.6123000000000047, 0.7579999999999814, 0.7959999999999923, 0.9257000000000062]","[0.05869999999998754, 0.22210000000001173, 0.27760000000000673, 0.5844000000000165, 0.6109000000000151, 0.6324000000000183, 0.6918999999999755, 0.7567000000000235, 0.7948000000000093, 0.8229999999999791, 0.8494999999999777, 0.924699999999973]","[0.08800000000002228, 0.213799999999992, 0.30239999999997735, 0.31419999999997117, 0.38369999999997617, 0.40159999999997353, 0.4449999999999932, 0.567799999999977, 0.585899999999981, 0.594099999999969, 0.6254999999999882, 0.6666999999999916, 0.6933999999999969, 0.7765999999999735, 0.8245000000000005, 0.9180000000000064, 0.9451999999999998]"
1,0,Bea,"[0.0033999999999991815, 0.039400000000000546, 0.06349999999997635, 0.0806999999999789, 0.10960000000000036, 0.127900000000011, 0.169399999999996, 0.18959999999998445, 0.21649999999999636, 0.25670000000002346, 0.28340000000002874, 0.8222999999999843, 0.8480000000000132, 0.8677000000000135, 0.9119000000000028, 0.9327999999999861, 0.9750999999999976, 0.9929000000000201]","[0.004200000000025739, 0.051400000000001, 0.103999999999985, 0.13229999999998654, 0.164100000000019, 0.21550000000002, 0.36470000000002756, 0.40859999999997854, 0.4925000000000068, 0.5398000000000138, 0.5889000000000237, 0.6369000000000256, 0.6872000000000185, 0.7921000000000049, 0.8412999999999897, 0.8908999999999878, 0.9420000000000073, 0.990600000000029]","[0.06889999999998508, 0.07240000000001601, 0.08480000000002974, 0.12450000000001182, 0.13990000000001146, 0.1453000000000202, 0.18000000000000682, 0.18889999999998963, 0.20900000000000318, 0.24270000000001346, 0.2522999999999911, 0.28230000000002065, 0.29930000000001655, 0.31340000000000146, 0.3358000000000061, 0.3421000000000163, 0.35000000000002274, 0.3604000000000269, 0.41689999999999827, 0.42399999999997817, 0.43619999999998527, 0.49439999999998463, 0.5054000000000087, 0.5144999999999982, 0.5457000000000107, 0.5498999999999796, 0.5962000000000103, 0.6236999999999853, 0.6351000000000226, 0.6804000000000201, 0.7157000000000266, 0.7624999999999886, 0.7685999999999922, 0.7794000000000096, 0.789100000000019, 0.8140000000000214, 0.8288000000000011, 0.8340999999999781, 0.8383000000000038, 0.8729000000000156, 0.9191000000000145, 0.9495999999999754, 0.994199999999978]","[0.013700000000028467, 0.06589999999999918, 0.12189999999998236, 0.255800000000022, 0.35599999999999454, 0.4146999999999821, 0.44189999999997553, 0.5022000000000162, 0.5652000000000044, 0.8194000000000301, 0.8247000000000071, 0.8838999999999828, 0.8881000000000085, 0.9322999999999979, 0.9610999999999876]","[0.048800000000028376, 0.08379999999999654, 0.09550000000001546, 0.13220000000001164, 0.18099999999998317, 0.18810000000001992, 0.2407000000000039, 0.25099999999997635, 0.29450000000002774, 0.3371000000000208, 0.41840000000001965, 0.4481000000000108, 0.5140999999999849, 0.7246999999999844, 0.8629000000000246, 0.8962000000000216, 0.9125999999999976, 0.9216999999999871, 0.9802000000000248, 0.9837999999999738]","[0.07850000000001955, 0.09739999999999327, 0.11730000000000018, 0.178100000000029, 0.1822999999999979, 0.217899999999986, 0.2545999999999822, 0.28469999999998663, 0.29349999999999454, 0.32569999999998345, 0.42549999999999955, 0.43209999999999127, 0.4966000000000008, 0.504099999999994, 0.5428999999999746, 0.6193000000000097, 0.803100000000029, 0.8220999999999776, 0.8718000000000075, 0.9377999999999815, 0.9499999999999886, 0.9572999999999752, 0.9739000000000146]","[0.0033000000000242835, 0.113900000000001, 0.15589999999997417, 0.3906000000000063, 0.4187999999999761, 0.492999999999995, 0.5346000000000117, 0.5996999999999844]","[0.303100000000029, 0.8652000000000157]","[0.009999999999990905, 0.10719999999997754, 0.20069999999998345, 0.47509999999999764, 0.556699999999978]","[0.1297999999999888, 0.141399999999976, 0.216700000000003, 0.3351999999999862, 0.3990999999999758, 0.884900000000016, 0.9062000000000126]","[0.004900000000020555, 0.028900000000021464, 0.04099999999999682, 0.046899999999993724, 0.073599999999999, 0.12939999999997553, 0.16689999999999827, 0.17079999999998563, 0.19130000000001246, 0.21800000000001774, 0.26350000000002183, 0.28460000000001173, 0.302599999999984, 0.34449999999998226, 0.4309999999999832, 0.502900000000011, 0.5079000000000065, 0.5387999999999806, 0.6052000000000248, 0.6358999999999924, 0.8236999999999739, 0.8464999999999918, 0.8688999999999965, 0.8847999999999843, 0.8883999999999901, 0.9146999999999821, 0.9343999999999824, 0.9383000000000266, 0.9641000000000304, 0.9798000000000116]","[0.1313000000000102, 0.13769999999999527, 0.23950000000002092, 0.3639999999999759, 0.5387999999999806, 0.7760999999999854, 0.9456000000000131, 0.9823999999999842]","[0.019700000000000273, 0.13589999999999236, 0.17540000000002465, 0.4067000000000007, 0.494199999999978, 0.6059999999999945, 0.7062000000000239, 0.7466999999999757, 0.8190999999999917, 0.8537999999999784]","[0.004200000000025739, 0.157100000000014, 0.6005000000000109]","[0.002999999999985903, 0.11360000000001946, 0.15559999999999263, 0.390199999999993, 0.41840000000001965, 0.4925999999999817, 0.5344000000000051, 0.5994999999999777, 0.7382000000000062]","[0.028900000000021464, 0.07900000000000773, 0.09199999999998454, 0.11520000000001573, 0.18419999999997572, 0.21179999999998245, 0.3380999999999972, 0.4198999999999842, 0.43189999999998463, 0.48090000000001965, 0.5357000000000198, 0.545599999999979, 0.5964000000000169, 0.650100000000009, 0.708500000000015, 0.7189000000000192, 0.7226999999999748, 0.7397000000000276, 0.8815999999999917]"
2,0,Bea,"[0.04579999999998563, 0.11189999999999145, 0.15039999999999054, 0.2676999999999907, 0.33780000000001564, 0.3686999999999898, 0.4282999999999788, 0.4601999999999862, 0.5394999999999754, 0.6213000000000193, 0.6936999999999784, 0.7282999999999902]","[0.12709999999998445, 0.16610000000002856, 0.21940000000000737, 0.26269999999999527, 0.29719999999997526, 0.3451999999999771, 0.3885999999999967, 0.49059999999997217, 0.538599999999974, 0.5828000000000202, 0.6204999999999927, 0.799699999999973, 0.8394000000000119, 0.8818999999999733, 0.9264999999999759, 0.9682999999999993]","[0.026900000000011914, 0.052300000000002456, 0.05829999999997426, 0.155399999999986, 0.23959999999999582, 0.24529999999998608, 0.2855999999999881, 0.3199999999999932, 0.3856999999999857, 0.476600000000019, 0.5359000000000265, 0.563699999999983, 0.6344000000000278, 0.6544000000000096, 0.7103999999999928, 0.7291000000000167, 0.7332999999999856, 0.7368000000000166, 0.7502999999999815, 0.7599999999999909, 0.7640999999999849, 0.8562999999999761, 0.866800000000012, 0.8768999999999778, 0.8885000000000218, 0.9089000000000169, 0.9411999999999807, 0.9628999999999905]","[0.1238999999999919, 0.20990000000000464, 0.2839000000000169, 0.36480000000000246, 0.382000000000005, 0.43720000000001846, 0.4673999999999978, 0.5597000000000207, 0.5855000000000246, 0.6245000000000118, 0.6922000000000139, 0.7937999999999761, 0.8073999999999728, 0.8262000000000285, 0.9032000000000266, 0.9309000000000083]","[0.030599999999992633, 0.03719999999998436, 0.08640000000002601, 0.13850000000002183, 0.1564000000000192, 0.21409999999997353, 0.29539999999997235, 0.2989000000000033, 0.36489999999997735, 0.42730000000000246, 0.5326999999999771, 0.6182000000000016, 0.6582000000000221, 0.6639999999999873, 0.6707999999999856, 0.719600000000014, 0.7264000000000124, 0.7345000000000255, 0.7977000000000203, 0.8190000000000168, 0.8876999999999953, 0.9087999999999852, 0.9196999999999775, 0.9519000000000233]","[0.004300000000000637, 0.020899999999983265, 0.02949999999998454, 0.048900000000003274, 0.10309999999998354, 0.140199999999993, 0.15760000000000218, 0.18410000000000082, 0.18840000000000146, 0.19709999999997763, 0.22090000000002874, 0.2884000000000242, 0.3025000000000091, 0.3410000000000082, 0.36259999999998627, 0.40300000000002, 0.4105999999999881, 0.4288999999999987, 0.4449999999999932, 0.5145999999999731, 0.5360000000000014, 0.6073000000000093, 0.6118000000000166, 0.632000000000005, 0.6908999999999992, 0.7006000000000085, 0.714999999999975, 0.7293000000000234, 0.7346000000000004, 0.754099999999994, 0.7816000000000258, 0.8285000000000196, 0.869700000000023, 0.8867999999999938, 0.8962999999999965, 0.9089999999999918, 0.9608000000000061]","[0.004300000000000637, 0.03769999999997253, 0.13560000000001082, 0.16840000000001965, 0.30680000000000973, 0.3919999999999959, 0.43959999999998445, 0.476600000000019, 0.5287000000000148, 0.5611999999999853, 0.6263000000000147, 0.8249999999999886, 0.9730000000000132]","[0.02179999999998472, 0.04800000000000182, 0.08969999999999345, 0.12279999999998381, 0.2907999999999902, 0.34269999999997935, 0.49329999999997654, 0.5627000000000066, 0.6508000000000038, 0.8281999999999812, 0.8494999999999777, 0.8842000000000212, 0.9572999999999752]","[0.1852999999999838, 0.5215999999999781, 0.5602999999999838, 0.9676999999999794]","[0.01799999999997226, 0.334699999999998, 0.6592999999999734, 0.7894000000000005, 0.7962999999999738]","[0.03840000000002419, 0.05079999999998108, 0.11590000000001055, 0.12759999999997262, 0.15750000000002728, 0.26549999999997453, 0.26909999999998035, 0.32459999999997535, 0.36520000000001573, 0.3702000000000112, 0.38929999999999154, 0.4257000000000062, 0.4298000000000002, 0.4485000000000241, 0.46170000000000755, 0.5303000000000111, 0.5411000000000286, 0.5733999999999924, 0.6227999999999838, 0.6485999999999876, 0.6644999999999754, 0.6954000000000065, 0.7214999999999918, 0.7871999999999844, 0.8081999999999994, 0.8303999999999974]","[0.025199999999983902, 0.15739999999999554, 0.16789999999997463, 0.1963999999999828, 0.23559999999997672, 0.3879999999999768, 0.4259000000000128, 0.4701000000000022, 0.49560000000002447, 0.5606000000000222, 0.5702999999999747, 0.6100000000000136, 0.6573999999999955, 0.6625000000000227, 0.8353999999999928, 0.8901000000000181, 0.9121000000000095, 0.9311000000000149, 0.9409999999999741, 0.9692000000000007]","[0.010800000000017462, 0.1279999999999859, 0.16059999999998809, 0.19729999999998427, 0.2577999999999747, 0.3120000000000118, 0.35070000000001755, 0.4245000000000232, 0.46059999999999945, 0.5102999999999724, 0.5439000000000078, 0.5973999999999933, 0.6272999999999911, 0.663599999999974, 0.7330000000000041, 0.811300000000017, 0.8516999999999939, 0.9044000000000096, 0.9624000000000024, 0.9880999999999744]","[0.13659999999998718, 0.3079999999999927, 0.44069999999999254, 0.47759999999999536, 0.8260000000000218, 0.9259000000000128]","[0.004000000000019099, 0.037399999999990996, 0.094600000000014, 0.13540000000000418, 0.168200000000013, 0.208500000000015, 0.3066000000000031, 0.35439999999999827, 0.39170000000001437, 0.4393000000000029, 0.47620000000000573, 0.5285000000000082, 0.5608000000000288, 0.6259000000000015, 0.7063999999999737, 0.824799999999982, 0.9726999999999748]","[0.12920000000002574, 0.1594000000000051, 0.16969999999997754, 0.20990000000000464, 0.30810000000002447, 0.38900000000001, 0.564200000000028, 0.598700000000008, 0.6929000000000087, 0.8240999999999872, 0.8530999999999835]"
3,0,Bea,"[0.010500000000035925, 0.11650000000003047, 0.14610000000004675, 0.18360000000001264, 0.2154000000000451, 0.24220000000002528, 0.269800000000032, 0.29230000000001155, 0.3327000000000453, 0.661200000000008, 0.713100000000054, 0.7327000000000226, 0.7603000000000293]","[0.005000000000052296, 0.05390000000005557, 0.10300000000000864, 0.1523000000000252, 0.20110000000005357, 0.25560000000001537, 0.3042000000000371, 0.34730000000001837, 0.44120000000003756, 0.4854000000000269, 0.5869000000000142, 0.686300000000017, 0.7278000000000588, 0.7787000000000148, 0.8292000000000144, 0.8821000000000367, 0.9290000000000305, 0.9817000000000462]","[0.0013000000000147338, 0.021100000000046748, 0.03770000000002938, 0.06250000000005684, 0.1219000000000392, 0.1278000000000361, 0.1674000000000433, 0.19910000000004402, 0.2066000000000372, 0.21820000000002437, 0.293700000000058, 0.35280000000005884, 0.3807000000000471, 0.3922000000000594, 0.39950000000004593, 0.4167000000000485, 0.4391000000000531, 0.4946000000000481, 0.501700000000028, 0.5476000000000454, 0.5579000000000178, 0.5764000000000351, 0.5988000000000397, 0.615600000000029, 0.6194000000000415, 0.6260000000000332, 0.6342000000000212, 0.6430000000000291, 0.6885000000000332, 0.6946000000000367, 0.7052000000000476, 0.7148000000000252, 0.7214000000000169, 0.7338000000000306, 0.7388000000000261, 0.8354000000000497, 0.8400000000000318, 0.8480000000000132, 0.8551000000000499, 0.8617000000000417, 0.8793000000000575, 0.8829000000000065, 0.8978000000000179, 0.9492000000000189, 0.9551000000000158, 0.9711000000000354]","[0.09800000000001319, 0.11770000000001346, 0.1442000000000121, 0.19570000000004484, 0.2902000000000271, 0.38430000000005293, 0.47640000000001237, 0.4905000000000541, 0.6633000000000493, 0.6821000000000481, 0.7087000000000216]","[0.03290000000004056, 0.10120000000000573, 0.12180000000000746, 0.23910000000000764, 0.31480000000004793, 0.3754000000000133, 0.3953000000000202, 0.40240000000005693, 0.4689000000000192, 0.47640000000001237, 0.5073000000000434, 0.5235000000000127, 0.5513000000000261, 0.5595000000000141, 0.63250000000005, 0.6384000000000469, 0.6466000000000349, 0.6599000000000501, 0.6898000000000479, 0.6961000000000581, 0.7302000000000248, 0.7368000000000166, 0.7621000000000322, 0.8262000000000285, 0.8395000000000437, 0.8581000000000358, 0.9633000000000607, 0.9769000000000574]","[0.03330000000005384, 0.049400000000048294, 0.08030000000002246, 0.0968000000000302, 0.16020000000003165, 0.193300000000022, 0.1984000000000492, 0.20450000000005275, 0.2610000000000241, 0.2674000000000092, 0.275600000000054, 0.30960000000004584, 0.32900000000000773, 0.3650000000000091, 0.3830000000000382, 0.4374000000000251, 0.4712000000000103, 0.5371000000000095, 0.5742000000000189, 0.5786000000000513, 0.59050000000002, 0.6129000000000246, 0.6809000000000083, 0.7238000000000397, 0.7407000000000039, 0.7533000000000243, 0.7763000000000488, 0.785000000000025, 0.7964000000000055, 0.8329000000000519, 0.8402000000000385, 0.8471000000000117, 0.9068000000000325, 0.9332000000000562, 0.939200000000028, 0.9518000000000484, 0.9593000000000416, 0.969600000000014, 0.9922000000000253]","[0.009000000000014552, 0.06370000000003984, 0.127900000000011, 0.25480000000004566, 0.31260000000003174, 0.4338000000000193, 0.4765000000000441, 0.5270000000000437, 0.5714000000000397, 0.6176000000000386, 0.7465000000000259, 0.8538000000000352, 0.8889000000000351]","[0.06140000000004875, 0.13810000000000855, 0.42310000000003356, 0.5660000000000309, 0.8377000000000407]","[0.496400000000051, 0.7267000000000507, 0.922800000000052]","[0.017300000000034288, 0.021400000000028285, 0.26590000000004466, 0.30000000000001137, 0.3146000000000413, 0.33770000000004075, 0.393100000000004]","[0.011900000000025557, 0.03330000000005384, 0.09850000000005821, 0.12110000000001264, 0.1852000000000089, 0.21690000000000964, 0.23950000000002092, 0.24730000000005248, 0.27110000000004675, 0.29560000000003583, 0.3342000000000098, 0.3761000000000081, 0.38510000000002265, 0.4994000000000369, 0.6341000000000463, 0.6642000000000507, 0.6829000000000178, 0.686300000000017, 0.7145000000000437, 0.7260000000000559, 0.8107000000000539, 0.8402000000000385, 0.8531000000000404, 0.9379000000000133]","[0.03340000000002874, 0.2300000000000182, 0.237700000000018, 0.26890000000003056, 0.29860000000002174, 0.37390000000004875, 0.4345000000000141, 0.46280000000001564, 0.4995000000000118, 0.5977000000000317, 0.6354000000000042, 0.6467000000000098, 0.789100000000019, 0.8438000000000443, 0.8774000000000228, 0.9164000000000101, 0.9264000000000578]","[0.02270000000004302, 0.14130000000005793, 0.2736000000000445, 0.4644000000000119, 0.6521000000000186, 0.7430000000000518, 0.8834000000000515, 0.9370000000000118]","[0.010100000000022646, 0.06470000000001619, 0.12880000000001246, 0.2561000000000604, 0.3136000000000081, 0.4349000000000274, 0.4776000000000522, 0.5725000000000477, 0.6187000000000467, 0.7475000000000591, 0.8548000000000116]","[0.008800000000007913, 0.0634000000000583, 0.12760000000002947, 0.254600000000039, 0.3123000000000502, 0.433400000000006, 0.47620000000000573, 0.526800000000037, 0.5711000000000581, 0.6174000000000319, 0.7463000000000193, 0.8536000000000286, 0.8886000000000536, 0.9361000000000104]","[0.12160000000005766, 0.17660000000000764, 0.2318000000000211, 0.2562000000000353, 0.47270000000003165, 0.47800000000000864, 0.48490000000003874, 0.6084000000000174, 0.6160000000000423, 0.6372000000000071, 0.6533000000000584, 0.7269000000000574, 0.8511000000000308, 0.8577000000000226]"
4,0,Bea,"[0.18360000000001264, 0.21830000000005612, 0.2503000000000384, 0.272700000000043, 0.3064000000000533, 0.35140000000001237, 0.4944000000000415, 0.5443000000000211, 0.5977000000000317, 0.6278000000000361]","[0.021900000000016462, 0.06370000000003984, 0.10490000000004329, 0.1560000000000059, 0.2738000000000511, 0.317100000000039, 0.35540000000003147, 0.3941000000000372, 0.43360000000001264, 0.5030000000000427, 0.5417000000000485, 0.5513000000000261, 0.5792000000000144, 0.6203000000000429, 0.6550000000000296, 0.6963000000000079, 0.7298000000000116, 0.7716000000000349, 0.7972000000000321, 0.8074000000000296, 0.9058000000000561, 0.9441000000000486, 0.9869000000000483]","[0.030200000000036198, 0.05190000000004602, 0.058500000000037744, 0.09370000000001255, 0.10820000000001073, 0.11390000000005784, 0.19700000000005957, 0.23670000000004165, 0.2832000000000221, 0.293700000000058, 0.2971000000000572, 0.32220000000000937, 0.3754000000000133, 0.3967000000000098, 0.4495000000000573, 0.47780000000005884, 0.5228000000000179, 0.5492000000000417, 0.5632000000000517, 0.6235000000000355, 0.6329000000000065, 0.647700000000043, 0.6624000000000478, 0.7014000000000351, 0.7253000000000043, 0.7344000000000506, 0.7567000000000235, 0.796100000000024, 0.8297000000000594, 0.8366000000000327, 0.8479000000000383, 0.8694000000000415, 0.9046000000000163, 0.9264000000000578, 0.9420000000000073, 0.9613000000000511, 0.9665000000000532, 0.9787000000000603, 0.9885000000000446]","[0.04810000000003356, 0.10110000000003083, 0.1774000000000342, 0.2007000000000403, 0.25230000000004793, 0.29270000000002483, 0.3572000000000344, 0.38450000000005957, 0.5270000000000437, 0.6146000000000527, 0.8261000000000536, 0.9318000000000097, 0.9778000000000588, 0.9942000000000348]","[0.054500000000018645, 0.0969000000000051, 0.1897000000000162, 0.2066000000000372, 0.2269000000000574, 0.2658000000000129, 0.35250000000002046, 0.3630000000000564, 0.3983000000000061, 0.45060000000000855, 0.5180000000000291, 0.5512000000000512, 0.5583000000000311, 0.6093000000000188, 0.612700000000018, 0.632000000000005, 0.651800000000037, 0.6595000000000368, 0.6976000000000226, 0.7246000000000095, 0.8307000000000357, 0.8377000000000407, 0.8428000000000111, 0.9029000000000451, 0.9074000000000524]","[0.003100000000017644, 0.0916000000000281, 0.14480000000003201, 0.161200000000008, 0.1925000000000523, 0.2054000000000542, 0.286200000000008, 0.2898000000000138, 0.31370000000003984, 0.3643000000000143, 0.38740000000001373, 0.43460000000004584, 0.4710000000000605, 0.4825000000000159, 0.5494000000000483, 0.5539000000000556, 0.5828000000000202, 0.6032000000000153, 0.623800000000017, 0.6416000000000395, 0.6896000000000413, 0.71550000000002, 0.7387000000000512, 0.7556000000000154, 0.7791000000000281, 0.785000000000025, 0.7885000000000559, 0.7997000000000298, 0.8153000000000361, 0.8358000000000061, 0.8455000000000155, 0.8874000000000137]","[0.3105000000000473, 0.3609000000000151, 0.39160000000003947, 0.438000000000045, 0.5097000000000094, 0.5464000000000055, 0.581100000000049, 0.6119000000000483, 0.7515000000000214, 0.8274000000000115, 0.8962000000000216]","[0.02250000000003638, 0.09190000000000964, 0.269800000000032, 0.43940000000003465, 0.622600000000034, 0.6483000000000061, 0.7198000000000206, 0.7624000000000137, 0.7820000000000391, 0.8155000000000427, 0.8914000000000328, 0.936300000000017]","[0.05980000000005248, 0.16540000000003374, 0.3280000000000314, 0.5131000000000085, 0.746400000000051, 0.8345000000000482, 0.8934000000000424, 0.9839000000000055]","[0.04660000000001219, 0.0524000000000342, 0.13320000000004484, 0.15860000000003538, 0.40980000000001837, 0.5071000000000367, 0.5600000000000591, 0.5865000000000578, 0.6088000000000306, 0.6148000000000593, 0.6281000000000176, 0.769800000000032, 0.8534000000000219, 0.8623000000000047]","[0.06570000000004939, 0.09450000000003911, 0.1331000000000131, 0.1644000000000574, 0.1873000000000502, 0.21320000000002892, 0.21980000000002065, 0.2533000000000243, 0.2721000000000231, 0.30800000000004957, 0.35290000000003374, 0.357400000000041, 0.3852000000000544, 0.4841000000000122, 0.518100000000004, 0.579400000000021, 0.5909000000000333, 0.6073000000000093, 0.6292000000000257, 0.6486000000000445, 0.6860000000000355, 0.7977000000000203, 0.8348000000000297, 0.9012000000000171, 0.9063000000000443, 0.9320000000000164, 0.9817000000000462]","[0.06450000000000955, 0.18870000000003984, 0.44640000000003965, 0.4710000000000605, 0.5086000000000581, 0.5409000000000219, 0.5921000000000163, 0.6121000000000549, 0.6193000000000097, 0.6464000000000283, 0.6897000000000162, 0.7357000000000085, 0.8090000000000259, 0.8313000000000557, 0.8471000000000117, 0.871400000000051, 0.8766000000000531, 0.9050000000000296]","[0.008100000000013097, 0.060300000000040654, 0.22200000000003683, 0.26000000000004775, 0.2909000000000219, 0.3187000000000353, 0.35140000000001237, 0.39030000000002474, 0.439200000000028, 0.5111000000000558, 0.5188000000000557, 0.5761000000000536, 0.6047000000000367, 0.6958000000000197, 0.7354000000000269, 0.7610000000000241, 0.8228000000000293, 0.8553000000000566, 0.8623000000000047, 0.8939000000000306, 0.9414000000000442, 0.9697000000000457]","[0.006300000000010186, 0.18710000000004356, 0.265700000000038, 0.3619000000000483, 0.5820000000000505, 0.7526000000000295, 0.8973000000000297, 0.9869000000000483]","[0.004900000000020555, 0.18590000000006057, 0.22680000000002565, 0.2647000000000048, 0.31030000000004065, 0.36070000000000846, 0.5094000000000278, 0.5462000000000558, 0.5808000000000106, 0.6116000000000099, 0.6977000000000544, 0.7514000000000465, 0.8271000000000299, 0.896000000000015, 0.9353000000000407, 0.9856000000000336]","[0.0524000000000342, 0.06150000000002365, 0.1845000000000141, 0.19100000000003092, 0.6132000000000062, 0.6577000000000339, 0.7528000000000361, 0.8285000000000196, 0.8974000000000046, 0.9425000000000523]"
