,label,stimuli,S1U1,S2U1,S2U2,S2U3,S2U4,S2U5,S3U1,S3U2,S4U1,S1U2,S1U3,S3U3
50,1,P9,"[0.7340000000000373, 0.9943000000000097]",[0.9094000000000051],[],[],"[0.4356999999999971, 0.46520000000003847, 0.5447000000000344, 0.7683000000000106, 0.7881000000000427, 0.8961000000000467, 0.9943000000000097]",[],[0.6816000000000031],[0.540800000000047],[0.5576000000000363],[],"[0.563000000000045, 0.5707000000000448, 0.5749000000000137, 0.6219000000000392]",[0.6495000000000459]
51,1,P9,[],[],[],[],"[0.021400000000028285, 0.13340000000005148, 0.339300000000037, 0.9831000000000358]",[],[],[0.02250000000003638],[],[],"[0.02030000000002019, 0.039700000000038926, 0.045000000000015916, 0.05310000000002901, 0.06430000000000291, 0.10060000000004266, 0.10720000000003438, 0.12130000000001928, 0.40850000000000364, 0.42610000000001946, 0.4420000000000073]","[0.1833000000000311, 0.3321000000000254, 0.38390000000003965, 0.38980000000003656, 0.4221000000000572, 0.44160000000005084, 0.7012000000000285, 0.7578000000000316]"
52,1,P9,"[0.0036999999999807187, 0.04210000000000491, 0.050700000000006185, 0.07190000000002783, 0.09810000000004493, 0.12189999999998236]",[0.4193000000000211],"[0.6772000000000844, 0.7060999999999922, 0.7334000000000742, 0.7811000000000377, 0.8283999999999878]",[],"[0.0013000000000147338, 0.7737000000000762, 0.8168000000000575]",[],[0.5233000000000629],[0.15420000000005984],"[0.32370000000003074, 0.7263000000000375]","[0.6773000000000593, 0.7063000000000557, 0.7811000000000377, 0.8286000000000513]","[0.7536000000000058, 0.7588000000000648, 0.7928000000000566]","[0.9787999999999784, 0.983600000000024]"
53,1,P9,"[0.10840000000007421, 0.14030000000002474, 0.1734000000000151, 0.18090000000006512, 0.19690000000002783, 0.2440000000000282, 0.2719000000000733]","[0.1852000000000089, 0.3892000000000735]","[0.06790000000000873, 0.08929999999998017, 0.10820000000001073, 0.14160000000003947, 0.20060000000000855]",[],"[0.019900000000006912, 0.0969000000000051, 0.116800000000012, 0.15210000000001855]",[],[],[],"[0.019800000000032014, 0.10009999999999764]",[0.06799999999998363],"[0.008600000000001273, 0.12610000000006494, 0.15260000000000673, 0.16800000000000637, 0.8885999999999967, 0.8960000000000719]","[0.12540000000001328, 0.16660000000001673, 0.24470000000007985]"
54,1,P9,"[0.1653999999999769, 0.2518999999999778, 0.2603000000000293, 0.3389000000000806, 0.44220000000007076, 0.447400000000016, 0.8602000000000771]","[0.24450000000001637, 0.7047999999999774]",[0.5451000000000477],[],"[0.04280000000005657, 0.18259999999997945, 0.20500000000004093, 0.6625000000000227]",[],[0.7712999999999965],[],"[0.06830000000002201, 0.1494000000000142, 0.4209000000000742, 0.5516999999999825, 0.7191000000000258, 0.7346000000000004, 0.9083000000000538]","[0.19429999999999836, 0.5452000000000226]","[0.6018000000000256, 0.6052000000000817, 0.616100000000074, 0.6322000000000116, 0.6695000000000846]","[0.21850000000006276, 0.4137000000000626, 0.42820000000006075, 0.7095000000000482, 0.8578999999999724, 0.8902000000000498, 0.9800999999999931]"
55,1,P9_Ten,"[0.5403000000001157, 0.621900000000096, 0.7167999999996937]","[0.597400000000107, 0.6739999999999782, 0.690599999999904, 0.7397999999998319, 0.7600999999999658, 0.9274000000000342]","[0.3249000000000706, 0.7471000000000458]","[0.25999999999976353, 0.29939999999987776]","[0.02359999999998763, 0.23369999999977153, 0.6300999999998567, 0.8514000000000124]","[0.0181999999999789, 0.05940000000009604, 0.30549999999993815, 0.32150000000001455, 0.3350000000000364, 0.4542999999998756, 0.46039999999993597, 0.8301000000001295, 0.8411999999998443]",[],"[0.7042999999998756, 0.715099999999893, 0.7240999999999076, 0.7334000000000742, 0.7487999999998465, 0.7642000000000735, 0.7763999999997395, 0.789600000000064, 0.91800000000012, 0.9529999999999745]",[],"[0.3249999999998181, 0.6927000000000589, 0.7472999999999956]","[0.1459999999997308, 0.1509000000000924, 0.1738999999997759, 0.18319999999994252, 0.31999999999970896, 0.3350000000000364, 0.39289999999982683, 0.46889999999984866, 0.4760000000001128, 0.49060000000008586, 0.522899999999936, 0.5567999999998392, 0.5744999999997162, 0.5996000000000095, 0.6305999999999585, 0.6421000000000276, 0.6678999999999178, 0.7120999999997366, 0.7318999999997686, 0.7579999999998108, 0.7898999999997613, 0.8006999999997788, 0.8097999999999956, 0.8424999999997453, 0.8807999999999083]","[0.011599999999816646, 0.06109999999989668, 0.865099999999984]"
56,1,P9_Ten,"[0.21610000000009677, 0.5252999999997883, 0.5473999999999251, 0.5697999999997592]","[0.13259999999991123, 0.14219999999977517, 0.18939999999975043, 0.20190000000002328, 0.292699999999968, 0.31219999999984793, 0.3481000000001586, 0.463799999999992, 0.9393000000000029]","[0.06669999999985521, 0.5504000000000815, 0.7847000000001572]","[0.1514999999999418, 0.48129999999991924, 0.5117999999997664, 0.597400000000107, 0.732300000000123]","[0.6365999999998166, 0.67450000000008, 0.75649999999996, 0.8236000000001695]","[0.11859999999978754, 0.1295999999997548, 0.139299999999821, 0.38279999999986103, 0.4054000000000997, 0.41679999999996653, 0.45559999999977663, 0.4854000000000269, 0.5302000000001499, 0.6005999999997584, 0.6478000000001884]",[],"[0.5632000000000517, 0.5839999999998327, 0.7325000000000728, 0.811200000000099]",[0.401299999999992],"[0.06669999999985521, 0.550499999999829]","[0.3249999999998181, 0.34720000000015716, 0.3627000000001317, 0.40679999999974825, 0.4308000000000902, 0.6291999999998552, 0.6529000000000451, 0.6579000000001543, 0.6702000000000226, 0.7010999999997694, 0.7040999999999258, 0.7570000000000618, 0.7840000000001055, 0.811200000000099, 0.8197000000000116, 0.8865999999998166, 0.8939999999997781, 0.9034999999998945, 0.9256000000000313]",[0.3161000000000058]
57,1,P9_Ten,[0.029799999999795546],[],"[0.6561999999998989, 0.9733999999998559]","[0.03379999999970096, 0.061199999999644206]","[0.021599999999580177, 0.3589999999999236, 0.4461999999998625, 0.6505999999999403]","[0.0029999999997016857, 0.0696999999995569, 0.07559999999966749, 0.10609999999996944, 0.17029999999977008, 0.18189999999958673, 0.19479999999975917]",[0.4230999999999767],"[0.43269999999984066, 0.4590999999995802, 0.5896999999995387, 0.6196999999997388, 0.6420999999995729, 0.6529999999997926, 0.6604999999999563, 0.8200999999999112]",[0.5715999999997621],[0.9734999999996035],"[0.0018999999997504347, 0.058399999999892316, 0.07189999999991414, 0.16529999999966094, 0.21649999999954161, 0.2446999999997388, 0.2607999999995627, 0.3075999999996384, 0.6562999999996464, 0.6728999999995722, 0.7330999999999221, 0.7754999999997381, 0.7820999999999003]",[]
58,1,P9_Ten,"[0.010900000000219734, 0.11790000000019063]","[0.37249999999994543, 0.8209999999999127, 0.8962999999998829, 0.9070999999999003, 0.9302999999999884, 0.9816999999998188, 0.9886000000001332]",[],"[0.06570000000010623, 0.5326000000000022]",[0.5644999999999527],"[0.007799999999861029, 0.11189999999987776, 0.629399999999805, 0.6768000000001848, 0.8580000000001746, 0.8773000000001048, 0.9034999999998945]","[0.2442999999998392, 0.5509999999999309, 0.6273999999998523]","[0.4938000000001921, 0.5059000000001106, 0.5147000000001754, 0.5419000000001688]",[0.6057999999998174],[],[0.993199999999888],"[0.34720000000015716, 0.48030000000017026, 0.595299999999952, 0.6484999999997854]"
59,1,P9_Ten,"[0.013399999999819556, 0.0340000000001055, 0.10359999999991487, 0.2361999999998261]","[0.0072000000000116415, 0.0805000000000291, 0.20119999999997162, 0.4519000000000233]",[],"[0.029799999999795546, 0.066899999999805, 0.20640000000003056, 0.209400000000187]","[0.5509999999999309, 0.6104000000000269, 0.6853000000000975]",[0.003000000000156433],"[0.5938999999998487, 0.6102999999998246]","[0.02570000000014261, 0.07549999999991996, 0.21489999999994325, 0.2323999999998705, 0.2568999999998596, 0.28549999999995634, 0.30389999999988504, 0.3589000000001761, 0.42059999999992215, 0.43429999999989377]","[0.7154999999997926, 0.8153999999999542, 0.9821000000001732]",[],[0.005499999999756255],"[0.322400000000016, 0.41170000000010987, 0.4157000000000153, 0.4490000000000691, 0.506800000000112, 0.6055999999998676]"
60,1,P9_Hund,"[0.35649999999986903, 0.7194999999999254, 0.7265999999999622, 0.7553000000000338, 0.8083999999998923, 0.8599999999999, 0.8656999999998334, 0.8753999999998996, 0.8794000000000324, 0.9123999999999342]","[0.31189999999992324, 0.32189999999991414, 0.3293999999998505, 0.3625999999999294, 0.3817999999998847, 0.3870999999999185, 0.42399999999997817, 0.43029999999998836, 0.4410000000000309, 0.45089999999981956, 0.46849999999994907, 0.5140999999998712, 0.5400999999999385, 0.5455999999999221, 0.5751000000000204, 0.5867999999998119, 0.7229999999999563, 0.7264999999999873, 0.7429999999999382, 0.7508000000000266, 0.7555999999999585, 0.759499999999889, 0.7792999999999211, 0.8043999999999869, 0.828499999999849, 0.8704999999999927, 0.8795000000000073]",[],"[0.7043999999998505, 0.765999999999849, 0.8380999999999403, 0.8578999999999724, 0.9099999999998545, 0.940599999999904, 0.9716999999998279]","[0.27099999999995816, 0.2787999999998192, 0.4559999999999036, 0.49459999999999127, 0.6089999999999236, 0.6548999999999978, 0.7708000000000084, 0.7895999999998367, 0.9601999999999862, 0.9949999999998909]",[],[0.743099999999913],"[0.197400000000016, 0.8525999999999385, 0.8746999999998479, 0.894399999999905, 0.8985000000000127, 0.9094000000000051, 0.955199999999877]",[0.8066999999998643],[0.7357999999999265],[0.7062999999998283],[]
61,1,P9_Hund,"[0.2680000000000291, 0.27299999999991087]","[0.0019999999999527063, 0.04970000000002983, 0.058399999999892316, 0.5862999999999374, 0.59050000000002]",[],"[0.3886999999999716, 0.42669999999998254, 0.43039999999996326, 0.47939999999994143, 0.5624000000000251, 0.7836999999999534]","[0.06389999999987594, 0.6062999999999192]","[0.34809999999993124, 0.3533999999999651, 0.37760000000002947, 0.3812000000000353, 0.4169999999999163, 0.455600000000004, 0.4654000000000451, 0.47509999999988395, 0.49279999999998836, 0.5196000000000822, 0.5282999999999447, 0.6876999999999498, 0.7110999999999876, 0.800899999999956, 0.8082999999999174, 0.8600999999998749, 0.8632000000000062, 0.8793000000000575]",[],"[0.8484000000000833, 0.8660999999999603, 0.8856000000000677, 0.8990999999998621, 0.9040999999999713]",[0.9954999999999927],[],[],[]
62,1,P9_Hund,"[0.04629999999997381, 0.16630000000009204, 0.31719999999995707, 0.3329000000001088, 0.3445999999999003, 0.34740000000010696, 0.6395999999999731]",[],[],[],"[0.12809999999990396, 0.43249999999989086, 0.49700000000007094, 0.9835000000000491]",[],[0.5960999999999785],[],"[0.38850000000002183, 0.40010000000006585, 0.5811000000001059, 0.7672999999999774]",[],[],"[0.14540000000010878, 0.6647000000000389]"
63,1,P9_Hund,"[0.6980000000000928, 0.753400000000056, 0.7575999999999112, 0.7873999999999342, 0.8071999999999662, 0.8215999999999894]",[],[],[0.61200000000008],"[0.09320000000002437, 0.1170999999999367, 0.30600000000004, 0.5537999999999101, 0.5772999999999229]",[],[],[],"[0.269800000000032, 0.5159000000001015]",[],"[0.07339999999999236, 0.09040000000004511, 0.19000000000005457, 0.2158999999999196, 0.2317000000000462, 0.23749999999995453, 0.27520000000004075, 0.5166999999999007, 0.5418999999999414, 0.5568000000000666, 0.5878999999999905, 0.6096000000000004, 0.6658999999999651]","[0.33150000000000546, 0.4880000000000564, 0.6658999999999651]"
64,1,P9_Hund,"[0.5296000000000731, 0.6025999999999385, 0.7375999999999294, 0.7968000000000757, 0.9173000000000684]","[0.05199999999990723, 0.43239999999991596, 0.43820000000005166, 0.4638999999999669, 0.4962000000000444, 0.5190000000000055, 0.5531000000000859, 0.6719000000000506, 0.6976999999999407, 0.7056999999999789, 0.7101000000000113, 0.755100000000084]",[],[],"[0.04060000000004038, 0.22530000000006112, 0.4554000000000542]",[],[0.2919999999999163],[],[0.6295999999999822],"[0.46880000000010114, 0.47939999999994143]","[0.2920999999998912, 0.3811000000000604, 0.3993000000000393, 0.41039999999998145, 0.5048999999999069]","[0.24129999999991014, 0.44689999999991414, 0.8894000000000233, 0.9160999999999149, 0.9839999999999236]"
65,1,P9_TenThous,"[0.08349999999973079, 0.897899999999936]","[0.047299999999722786, 0.055799999999635475, 0.10189999999965949]",[],[],[0.13499999999976353],[0.8243999999999687],[0.24399999999968713],[],[],[0.008499999999912689],"[0.03489999999965221, 0.04989999999997963, 0.06059999999979482, 0.07169999999996435, 0.15359999999964202, 0.17659999999978027, 0.47299999999995634, 0.4873999999999796, 0.510899999999765, 0.6006999999999607, 0.6550999999999476, 0.9701999999997497, 0.9750999999996566, 0.9852999999998246]","[0.0524000000000342, 0.12229999999999563, 0.2709999999997308, 0.8099999999999454]"
66,1,P9_TenThous,"[0.04639999999972133, 0.5520999999998821, 0.5594999999998436, 0.5945999999999003, 0.6091999999998734, 0.632499999999709, 0.7122999999996864, 0.9091999999996005, 0.9226999999996224]","[0.026199999999789725, 0.8312999999998283]","[0.09989999999970678, 0.6358000000000175, 0.6753999999996267, 0.9144999999998618]","[0.10269999999991342, 0.10689999999976862, 0.8534999999997126]","[0.8850999999999658, 0.9284999999999854]","[0.07569999999986976, 0.1479999999996835, 0.8058999999998377, 0.8937999999998283, 0.9218999999998232, 0.9663999999997941, 0.9729999999999563, 0.9872999999997774]",[],"[0.13059999999995853, 0.5001999999999498, 0.5047999999997046, 0.5369999999998072]",[],"[0.03099999999994907, 0.09989999999970678, 0.635899999999765, 0.675499999999829, 0.9145999999996093]","[0.14709999999968204, 0.948699999999917]","[0.3769999999999527, 0.6221000000000458, 0.751299999999901, 0.8052999999999884]"
67,1,P9_TenThous,"[0.18980000000010477, 0.2937000000001717, 0.6024000000002161, 0.6451000000001841, 0.7166999999999462, 0.7833000000000538, 0.8007999999999811]","[0.03429999999980282, 0.04280000000017026, 0.0567999999998392, 0.06350000000020373, 0.11990000000014334, 0.1291999999998552, 0.15430000000014843, 0.15999999999985448, 0.18609999999989668, 0.2883999999999105, 0.29719999999997526, 0.30709999999999127, 0.3285999999998239, 0.3793000000000575, 0.7242999999998574, 0.769800000000032]","[0.018500000000130967, 0.0761000000002241, 0.9796999999998661]","[0.384900000000016, 0.39980000000014115, 0.4906999999998334, 0.5434000000000196, 0.8937999999998283, 0.9018999999998414, 0.9420000000000073]","[0.011899999999968713, 0.1491000000000895, 0.34369999999989886, 0.355199999999968, 0.8135000000002037]","[0.4472000000000662, 0.45269999999982247, 0.48050000000012005, 0.648200000000088, 0.6511000000000422, 0.7022999999999229, 0.753099999999904, 0.7798999999999978, 0.7860999999998057, 0.9214999999999236, 0.9711000000002059]",[0.7424000000000888],"[0.2842000000000553, 0.3079000000002452, 0.4717000000000553, 0.5005000000001019]","[0.07859999999982392, 0.0929999999998472, 0.3085999999998421, 0.34340000000020154]","[0.018500000000130967, 0.0761000000002241, 0.34360000000015134, 0.9441000000001623, 0.9591000000000349, 0.9796999999998661]","[0.0239000000001397, 0.14840000000003783, 0.3935999999998785, 0.39649999999983265, 0.4182999999998174, 0.4248999999999796, 0.8760999999999513, 0.8825000000001637, 0.9353000000000975]","[0.3937999999998283, 0.4306000000001404, 0.5920000000000982]"
68,1,P9_TenThous,"[0.5686999999998079, 0.6362999999996646]","[0.0022999999996500264, 0.4655999999999949, 0.4744999999998072, 0.4794999999999163, 0.49099999999998545, 0.5671999999999571, 0.57549999999992, 0.5915999999997439, 0.6363999999998668, 0.7176999999996951, 0.8364999999998872]","[0.25309999999990396, 0.29209999999966385, 0.31989999999996144, 0.42299999999977445]","[0.7841999999996005, 0.8058999999998377]","[0.05969999999979336, 0.4013999999997395, 0.5181999999999789]",[],"[0.1843999999996413, 0.31779999999980646, 0.410099999999602, 0.8665999999998348]","[0.1793999999999869, 0.18959999999970023, 0.8368999999997868, 0.8545999999996639]",[0.4046999999995933],"[0.25309999999990396, 0.2921999999998661, 0.31999999999970896, 0.42299999999977445]","[0.03489999999965221, 0.06029999999964275, 0.06880000000001019, 0.1289999999999054, 0.17470000000002983, 0.358600000000024, 0.3734999999996944, 0.385899999999765, 0.4018999999998414, 0.41289999999980864, 0.4381999999995969, 0.44239999999990687, 0.46329999999989013, 0.4904999999998836, 0.5057999999999083, 0.5086999999998625, 0.5208999999999833, 0.6399999999998727, 0.6628999999998086, 0.7789999999999964, 0.9070999999999003]","[0.040899999999965075, 0.34149999999999636, 0.4276999999997315, 0.4604999999996835, 0.5209999999997308]"
69,1,P9_TenThous,[0.7963999999997213],"[0.16789999999991778, 0.19629999999961, 0.2304999999996653, 0.25779999999986103, 0.6936999999998079, 0.7152999999998428, 0.7196999999996478]","[0.7708999999999833, 0.7961999999997715]","[0.0016999999998006388, 0.040799999999762804, 0.05889999999999418, 0.21889999999984866, 0.2605999999996129, 0.2899999999999636, 0.37809999999990396, 0.39829999999983556]",[0.4588999999996304],"[0.07289999999966312, 0.07829999999967185, 0.30609999999978754, 0.33609999999998763, 0.9676999999996951]","[0.6493999999997868, 0.8337999999998829]","[0.4982999999997446, 0.5040999999996529, 0.5349999999998545, 0.5830999999998312, 0.6223999999997432, 0.6625999999996566, 0.6871999999998479, 0.7091000000000349, 0.8714999999997417, 0.8755999999998494, 0.9190999999996166]",[],[],"[0.009999999999763531, 0.07649999999966894, 0.4800999999997657, 0.4942999999998392, 0.5078999999996086, 0.5184999999996762, 0.5416999999997643, 0.5488000000000284, 0.7681999999999789, 0.779399999999896, 0.7896999999998116, 0.8009999999999309, 0.8257999999996173]","[0.06289999999989959, 0.5283999999996922, 0.5860999999999876, 0.7504999999996471, 0.8538999999996122]"
70,0,Ctl,"[0.2681999999999789, 0.2824000000000524, 0.2902000000000271, 0.32530000000008386, 0.35530000000005657, 0.3588000000000875]","[0.07620000000008531, 0.10210000000006403, 0.11400000000003274, 0.12000000000000455, 0.1271000000000413, 0.15250000000003183, 0.155399999999986, 0.16440000000000055, 0.24689999999998236, 0.30130000000008295, 0.3568000000000211, 0.3608000000000402, 0.40210000000001855, 0.411200000000008, 0.4337000000000444, 0.5463000000000875, 0.5720999999999776, 0.6143000000000711, 0.6193000000000666, 0.6401000000000749, 0.6430000000000291, 0.6471000000000231, 0.7820000000000391, 0.8147000000000162, 0.8926000000000158]",[],"[0.48869999999999436, 0.7488000000000739, 0.7653999999999996]","[0.02320000000008804, 0.05660000000000309, 0.19910000000004402, 0.24290000000007694, 0.27539999999999054, 0.7980000000000018, 0.9872000000000298]","[0.45429999999998927, 0.7330000000000609]",[],"[0.13540000000000418, 0.14400000000000546, 0.14790000000004966, 0.1732000000000653, 0.18270000000006803, 0.5948000000000775, 0.7527000000000044]","[0.009900000000016007, 0.8736000000000104]",[],[],"[0.009900000000016007, 0.03190000000006421, 0.44880000000000564]"
71,0,Ctl,"[0.322400000000016, 0.6159000000000106]","[0.025700000000028922, 0.1372000000000071, 0.7626000000000204, 0.7889000000000124, 0.8038999999999987, 0.8717000000000326, 0.9230999999999767]","[0.8853000000000293, 0.9089000000000169]",[0.0012000000000398359],"[0.7929000000000315, 0.796100000000024, 0.9582000000000335]","[0.8636000000000195, 0.8903999999999996, 0.9397000000000162]",[],[],"[0.08630000000005111, 0.6211000000000695, 0.7068000000000438]","[0.8854000000000042, 0.9091000000000804, 0.9605999999999995]",[0.13900000000001],"[0.20090000000004693, 0.6428000000000793, 0.8057000000000016, 0.9455000000000382]"
72,0,Ctl,"[0.10110000000008768, 0.11340000000006967, 0.12599999999997635, 0.16800000000000637, 0.18299999999999272, 0.707300000000032, 0.9581000000000586]","[0.1954000000000633, 0.6686000000000831, 0.7498000000000502, 0.8303000000000793, 0.9645000000000437]",[],[],"[0.11440000000004602, 0.18770000000006348, 0.6247000000000753, 0.6297000000000708, 0.6636000000000877, 0.8120999999999867, 0.8659999999999854, 0.9551000000000158, 0.9782999999999902]",[],"[0.12180000000000746, 0.17880000000002383, 0.2154000000000451, 0.21829999999999927, 0.8274999999999864]","[0.057599999999979445, 0.06730000000004566, 0.11549999999999727, 0.15579999999999927, 0.18590000000006057, 0.9562000000000808]","[0.0442000000000462, 0.9188000000000329, 0.9455000000000382]",[],"[0.9005000000000791, 0.904700000000048]",[0.9091000000000804]
73,0,Ctl,"[0.2520000000000664, 0.3402000000000953, 0.44280000000003383, 0.46620000000007167, 0.8076000000000931]","[0.026700000000005275, 0.06930000000011205, 0.07500000000004547, 0.10710000000005948, 0.11420000000009622, 0.12780000000009295, 0.1428000000000793, 0.18570000000011078, 0.20080000000007203, 0.21040000000004966, 0.22000000000002728, 0.25690000000008695, 0.2704000000001088, 0.2764000000000806, 0.29540000000008604, 0.33760000000006585, 0.3766000000000531, 0.42810000000008586, 0.44690000000002783, 0.4858000000000402, 0.5101000000000795, 0.5190000000000055, 0.537900000000036, 0.5474000000000387, 0.5644000000000915, 0.5705000000000382, 0.580600000000004, 0.5856000000001131, 0.607900000000086, 0.6314000000000988, 0.6371000000000322, 0.6788000000000238, 0.68850000000009, 0.7077000000000453, 0.7222000000000435, 0.738800000000083, 0.7570000000000618, 0.763300000000072, 0.779100000000085, 0.7863000000000966, 0.7977000000000771, 0.8533000000001039, 0.863700000000108, 0.869600000000105, 0.8880000000000337, 0.891800000000103, 0.8960000000000719, 0.9027000000000953, 0.907100000000014, 0.9221000000000004, 0.9356000000000222, 0.9386000000000649, 0.9457000000001017, 0.9513000000000602, 0.955600000000004, 0.9764000000000124, 0.9902000000000726]",[],"[0.1590000000001055, 0.6714000000000624]","[0.005000000000109139, 0.3583000000000993, 0.4128000000000611, 0.4408000000000811, 0.7491000000001122, 0.8359000000000378, 0.8591000000000122, 0.8792000000000826]","[0.17230000000006385, 0.18050000000005184, 0.21660000000008495, 0.23850000000004457, 0.5999000000000478, 0.6214000000001079, 0.6529000000000451]",[0.4332000000000562],"[0.4276000000000977, 0.43990000000007967, 0.4922000000000253, 0.5216000000000349, 0.533100000000104, 0.926300000000083, 0.9295000000000755, 0.9715000000001055]","[0.06920000000002346, 0.5389000000000124, 0.8822000000000116]","[0.1048000000000684, 0.4735000000000582]","[0.3793000000000575, 0.3828000000000884, 0.3889000000000351, 0.4133000000000493, 0.43850000000009004, 0.46290000000010423, 0.5120000000000573, 0.5230000000000246, 0.5429000000000315, 0.8906000000000631, 0.898900000000026, 0.9057000000000244, 0.9086000000000922, 0.939200000000028, 0.9988000000000739]","[0.010700000000042564, 0.06920000000002346, 0.1813000000000784, 0.9184000000000196]"
74,0,Ctl,"[0.3754999999999882, 0.4153999999999769, 0.4574000000000069, 0.48430000000007567]","[0.4029000000000451, 0.6163999999999987]",[],[],"[0.08620000000007622, 0.17460000000005493, 0.36850000000004, 0.6485999999999876, 0.806699999999978, 0.8400000000000318, 0.870900000000006]",[],[],"[0.25490000000002055, 0.2678000000000793, 0.34960000000000946, 0.3686000000000149, 0.5976000000000568, 0.6037999999999784, 0.6156000000000859]","[0.7186000000000377, 0.897199999999998]",[],"[0.3204000000000633, 0.3268000000000484, 0.3546000000000049, 0.35960000000000036, 0.3935999999999922, 0.4216999999999871, 0.42799999999999727, 0.43100000000004, 0.43849999999997635, 0.5873000000000275, 0.6949000000000751, 0.7232999999999947, 0.8500000000000227]",[0.08199999999999363]
75,1,P5,"[0.0967000000000553, 0.12560000000007676, 0.14760000000001128, 0.16420000000016444, 0.3505000000000109, 0.4434000000001106, 0.45270000000004984]",[],[],[],"[0.06570000000010623, 0.6144000000001597, 0.6397000000001754, 0.8829000000000633]","[0.32750000000010004, 0.3512000000000626]",[],[],"[0.19230000000015934, 0.6972000000000662]",[],"[0.03170000000000073, 0.04280000000017026, 0.06619999999998072, 0.10300000000006548, 0.11959999999999127, 0.6002000000000862, 0.6149000000000342, 0.6216000000001713, 0.6706000000001495, 0.7195000000001528, 0.7256999999999607, 0.7436000000000149, 0.7527999999999793, 0.7744999999999891, 0.7922000000000935, 0.8161000000000058, 0.8541000000000167]","[0.11380000000008295, 0.6691000000000713, 0.7222000000001572]"
76,1,P5,"[0.5779999999999745, 0.6042999999999665, 0.6246000000001004, 0.6294000000000324, 0.8968999999999596, 0.9072000000001026, 0.9101000000000568, 0.9317000000000917, 0.9421999999999571]","[0.06700000000000728, 0.12830000000008113, 0.19839999999999236, 0.24360000000001492, 0.2684999999999036, 0.32789999999999964, 0.4257999999999811, 0.511299999999892]",[0.8503000000000611],"[0.5399999999999636, 0.5651000000000295]","[0.015000000000100044, 0.5455999999999221]",[0.47640000000001237],[0.7290000000000418],"[0.46620000000007167, 0.592200000000048, 0.5968000000000302, 0.6242999999999483, 0.6316999999999098, 0.6384000000000469, 0.6859999999999218, 0.7045000000000528, 0.710399999999936]",[0.8651999999999589],"[0.4411000000000058, 0.850400000000036]",[0.2929999999998927],"[0.2680000000000291, 0.8559000000000196]"
77,1,P5,"[0.6025999999999385, 0.6213999999999942, 0.6303000000000338, 0.6722999999999502, 0.6792000000000371, 0.7007000000000971, 0.7083000000000084, 0.7257999999999356, 0.7791999999999462]","[0.27549999999996544, 0.6146000000001095]",[],"[0.6929999999999836, 0.7258999999999105, 0.7790999999999713, 0.861699999999928]","[0.32009999999991123, 0.6630000000000109, 0.7403999999999087, 0.7826999999999771]",[0.7661000000000513],[],"[0.18849999999997635, 0.21810000000004948, 0.31799999999998363, 0.376700000000028]","[0.7092999999999847, 0.8316999999999553]",[],"[0.4150999999999385, 0.429300000000012, 0.4412999999999556, 0.4497000000001208, 0.5124000000000706, 0.5289000000000215, 0.6562000000001262, 0.6931999999999334, 0.7221999999999298, 0.740500000000111, 0.7444000000000415, 0.8042000000000371, 0.9803999999999178, 0.9947999999999411]","[0.2660000000000764, 0.6156000000000859, 0.7969000000000506]"
78,1,P5,"[0.48720000000002983, 0.5199999999999818, 0.5958000000000538]",[],"[0.10850000000004911, 0.4419000000000324]",[0.9424999999998818],"[0.17820000000006075, 0.34169999999994616, 0.6087999999999738, 0.7971999999999753, 0.8940999999999804]",[],[],"[0.32760000000007494, 0.37390000000004875, 0.42429999999990287, 0.45830000000000837, 0.5208000000000084, 0.6388999999999214]","[0.616399999999885, 0.7656999999999243]","[0.10869999999999891, 0.4420000000000073]",[0.9875999999999294],"[0.2783999999999196, 0.44219999999995707, 0.5136999999999716]"
79,1,P5,"[0.08969999999999345, 0.7684999999999036]",[],"[0.08930000000009386, 0.15799999999990177, 0.6533999999999196]",[],"[0.33750000000009095, 0.3442999999999756, 0.48489999999992506, 0.8421000000000731, 0.8577999999999975, 0.8758000000000266, 0.9355000000000473]",[],[],"[0.8992000000000644, 0.9537000000000262, 0.998299999999972]","[0.39869999999996253, 0.8759000000000015]","[0.15799999999990177, 0.6534999999998945]",[0.8132000000000517],"[0.18489999999997053, 0.391399999999976, 0.7164000000000215, 0.9313999999999396]"
80,1,P4,[0.2778000000000702],"[0.598299999999881, 0.6499999999998636, 0.6587999999999283, 0.708699999999908, 0.7148999999999432, 0.7237999999999829, 0.7462000000000444, 0.8046999999999116, 0.817299999999932, 0.9816000000000713]",[0.03870000000006257],"[0.7657999999998992, 0.8605999999999767]","[0.0008000000000265572, 0.043400000000019645, 0.25890000000003965, 0.44399999999996, 0.7794999999998709, 0.8508999999999105]",[],[],[],[0.9787999999998647],"[0.03880000000003747, 0.8686999999999898]","[0.28890000000001237, 0.4012000000000171, 0.5433000000000447, 0.5465999999998985, 0.5536999999999352, 0.578899999999976, 0.6975999999999658, 0.958699999999908, 0.9764999999999873]","[0.051099999999905776, 0.9431999999999334]"
81,1,P4,"[0.1271999999999025, 0.5466999999998734]",[],[],[],"[0.7164999999999964, 0.9205999999999221]",[],[],"[0.053599999999960346, 0.17589999999995598]","[0.5634999999999764, 0.5769000000000233]",[0.07590000000004693],[0.9294999999999618],"[0.15039999999999054, 0.6183999999998377, 0.7958999999998468, 0.9175000000000182]"
