,label,stimuli,S1U1,S2U1,S2U2,S2U3,S2U4,S2U5,S3U1,S3U2,S4U1,S1U2,S1U3,S3U3
21,0,Lin,"[0.14679999999998472, 0.16259999999999764, 0.1991999999999905, 0.23599999999999, 0.2459999999999809, 0.3015999999999792, 0.42969999999999686, 0.46289999999999054, 0.47059999999999036, 0.6938999999999851, 0.6993999999999971, 0.7612999999999772, 0.7668999999999926, 0.8264999999999816]","[0.06239999999999668, 0.6145999999999958, 0.9599999999999795]",[],[],"[0.02389999999999759, 0.22539999999997917, 0.32119999999997617, 0.42399999999997817, 0.44949999999997203, 0.4858999999999867, 0.568099999999987]",[0.013799999999974943],[0.31419999999997117],"[0.44029999999997926, 0.5127999999999986, 0.519599999999997, 0.6681999999999846, 0.8340999999999781, 0.8404999999999916]","[0.03679999999997108, 0.06079999999997199, 0.501499999999993, 0.5153999999999712, 0.9692999999999756]",[],"[0.3182999999999936, 0.3708999999999776, 0.4130999999999858, 0.4210999999999956]","[0.5844999999999914, 0.8656999999999755, 0.9884999999999877]"
22,0,Lin,[],"[0.05160000000000764, 0.07370000000000232, 0.40040000000001896, 0.7475000000000023, 0.9171000000000049, 0.9488000000000056, 0.9731000000000165, 0.9984000000000037]",[],[0.05880000000001928],"[0.17420000000001323, 0.3511000000000024, 0.5763000000000034, 0.608300000000014, 0.672300000000007, 0.7203000000000088, 0.871200000000016, 0.8893999999999949, 0.9925000000000068]",[],"[0.015399999999999636, 0.5544000000000153]","[0.11700000000001864, 0.14170000000001437]",[0.6937000000000069],[],"[0.7532999999999959, 0.7583000000000197, 0.8555000000000064, 0.859499999999997]","[0.022700000000014597, 0.029899999999997817, 0.04279999999999973, 0.05000000000001137]"
23,0,Lin,"[0.6289000000000158, 0.8468000000000018, 0.8545000000000016, 0.8914000000000044, 0.9412000000000091, 0.947100000000006]","[0.14459999999999695, 0.1821000000000197, 0.19490000000001828, 0.20150000000001, 0.3628999999999962, 0.366800000000012, 0.370900000000006, 0.4084000000000003, 0.42490000000000805, 0.5332000000000221, 0.608300000000014, 0.6624000000000194, 0.8885000000000218, 0.8994000000000142, 0.906800000000004, 0.9949000000000012]",[],[0.8828000000000031],"[0.13810000000000855, 0.3862000000000023, 0.4531000000000063, 0.5492000000000132, 0.5606999999999971, 0.7184000000000026, 0.8498000000000161, 0.8942000000000121, 0.9502999999999986]",[],[0.21930000000000405],"[0.4274000000000058, 0.46700000000001296, 0.49030000000001905, 0.5327000000000055, 0.7189000000000192]","[0.42379999999999995, 0.5324999999999989, 0.9501999999999953]",[0.9780000000000086],"[0.07089999999999463, 0.08129999999999882, 0.10360000000000014, 0.11050000000000182, 0.120900000000006, 0.1272000000000162, 0.13870000000000005, 0.47810000000001196, 0.4872000000000014, 0.5578000000000145, 0.6380000000000052, 0.6521000000000186, 0.9876000000000147]","[0.19550000000000978, 0.2586000000000013, 0.2948000000000093, 0.3015000000000043, 0.3143000000000029, 0.3716000000000008, 0.565400000000011, 0.5811999999999955]"
24,0,Lin,"[0.12420000000000186, 0.15840000000000032, 0.17530000000002133, 0.20550000000000068, 0.22810000000001196, 0.23330000000001405, 0.24150000000000205, 0.26840000000001396, 0.2740000000000009, 0.2872000000000128, 0.30400000000000205, 0.345799999999997]","[0.01470000000000482, 0.7379999999999995, 0.9630999999999972]",[],[],"[0.10730000000000928, 0.1710999999999956, 0.17799999999999727, 0.43130000000002156, 0.46750000000000114, 0.9468999999999994, 0.9684000000000026]",[],[],[],"[0.10269999999999868, 0.3038999999999987, 0.47970000000000823, 0.6315000000000168, 0.6413000000000011]",[],"[0.0016999999999995907, 0.010700000000014143, 0.043400000000019645, 0.06329999999999814, 0.5180000000000007, 0.5303000000000111, 0.554600000000022, 0.6162000000000205, 0.6616000000000213]","[0.039700000000010505, 0.7549999999999955, 0.9869999999999948]"
25,0,Ner,"[0.2542000000000826, 0.26670000000001437, 0.283800000000042, 0.3044000000001006, 0.3904000000001133, 0.4494000000000824, 0.4615000000001146]","[0.5276000000000067, 0.9613000000000511]",[0.015100000000074942],"[0.49480000000005475, 0.620200000000068]","[0.30910000000005766, 0.3128000000000384, 0.41210000000000946, 0.4670000000000982, 0.7245000000000346, 0.8072000000000799, 0.9080000000000155, 0.9138000000000375, 0.9789000000000669]",[0.0421000000001186],"[0.30900000000008276, 0.8445000000000391]",[],"[0.019900000000006912, 0.7082000000000335]",[0.01520000000004984],"[0.42410000000006676, 0.44000000000005457, 0.46610000000009677, 0.4738000000000966, 0.4798000000000684, 0.5144000000000233, 0.6442000000000689, 0.6843000000000075, 0.8080000000001064, 0.8136000000000649, 0.9130000000000109, 0.9493000000001075]","[0.4056000000000495, 0.8628000000001066, 0.8802000000000589, 0.987700000000018]"
26,0,Ner,"[0.11459999999999582, 0.12569999999993797, 0.1350999999999658, 0.1572999999999638, 0.16009999999994307, 0.1716000000000122, 0.18830000000002656, 0.6145000000000209]","[0.23149999999998272, 0.40019999999992706]",[],[0.407799999999952],"[0.15080000000000382, 0.1630999999999858, 0.2565999999999349, 0.26530000000002474, 0.3167999999999438, 0.32529999999997017, 0.4658999999999196, 0.7398999999999205, 0.7721000000000231]",[],"[0.4642999999999802, 0.49869999999998527]",[0.2320999999999458],"[0.6499999999999773, 0.8604000000000269]",[],"[0.21039999999993597, 0.23289999999997235, 0.25540000000000873, 0.30719999999996617, 0.4148000000000138, 0.4331999999999425]","[0.088799999999992, 0.5635999999999513, 0.6063000000000329]"
27,0,Ner,"[0.11199999999996635, 0.22349999999994452, 0.3120000000000118, 0.49069999999994707, 0.7028000000000247, 0.711400000000026, 0.740799999999922]","[0.13409999999998945, 0.14080000000001291, 0.25080000000002656, 0.25889999999992597, 0.2783999999999196, 0.29909999999995307, 0.42419999999992797, 0.42840000000001055, 0.5164999999999509, 0.7351999999999634]",[],"[0.3161999999999807, 0.3382000000000289, 0.3850999999999658, 0.44899999999995543, 0.5263999999999669, 0.5775999999999613, 0.6394999999999982, 0.7110999999999876]","[0.004099999999993997, 0.011999999999943611, 0.2925999999999931, 0.3786000000000058, 0.4054999999999609, 0.5475000000000136, 0.5867999999999256, 0.6784000000000106, 0.7576999999999998, 0.9490999999999303]","[0.32999999999992724, 0.3448999999999387, 0.3927999999999656, 0.7191000000000258]",[],"[0.11839999999995143, 0.13429999999993925, 0.16259999999999764, 0.17229999999995016, 0.2501999999999498, 0.6177999999999884, 0.6394999999999982, 0.6442999999999302, 0.6734000000000151, 0.7096000000000231, 0.744199999999978]",[0.31179999999994834],[0.32190000000002783],"[0.26310000000000855, 0.27710000000001855, 0.2898999999999887, 0.3874999999999318, 0.4048999999999978]","[0.31179999999994834, 0.8013999999999442]"
28,0,Ner,"[0.01269999999999527, 0.015700000000038017, 0.3651000000000977, 0.3976000000000113, 0.5957000000000789, 0.6066000000000713, 0.8354000000000497, 0.8636000000000195, 0.8727000000000089, 0.9249000000000933, 0.9406000000000176]",[0.9093000000000302],[],[0.675200000000018],"[0.34970000000009804, 0.6269000000000915, 0.7560000000000855, 0.9854000000000269]","[0.5024000000000797, 0.5514000000000578, 0.6782000000000608]",[],"[0.9205000000000609, 0.943300000000022]","[0.5778000000000247, 0.6799000000000888, 0.7100000000000364]",[],"[0.37760000000002947, 0.3847000000000662, 0.46860000000003765, 0.4938000000000784, 0.50750000000005, 0.6557999999999993, 0.6840000000000828, 0.6882000000000517, 0.6915000000000191, 0.7027000000000498, 0.7105000000000246, 0.7492000000000871, 0.756900000000087, 0.8144000000000915, 0.8226000000000795, 0.9062000000000126]","[0.1693000000000211, 0.35960000000000036, 0.8513000000000375]"
29,0,Ner,"[0.017399999999952342, 0.2986999999999398, 0.30329999999992197, 0.35029999999994743, 0.7483999999999469, 0.8375999999999522, 0.8419000000000096, 0.8673000000000002, 0.8725999999999203, 0.9104999999999563, 0.9175999999999931, 0.9585999999999331, 0.9687999999999874]","[0.04189999999994143, 0.14800000000002456, 0.22500000000002274, 0.25099999999997635, 0.3140999999999394, 0.31719999999995707, 0.338799999999992, 0.3552999999999429, 0.3650000000000091, 0.37000000000000455, 0.37619999999992615, 0.48119999999994434, 0.6949999999999363, 0.7124999999999773, 0.7423999999999751, 0.7690000000000055, 0.8222999999999274, 0.8470999999999549, 0.8541000000000167, 0.8636000000000195, 0.8824999999999363]",[],[],"[0.015300000000024738, 0.13810000000000855, 0.14390000000003056, 0.1877999999999247, 0.2682999999999538, 0.27739999999994325, 0.29290000000003147, 0.421100000000024, 0.4259999999999309, 0.6807000000000016, 0.8974999999999227, 0.9417999999999438]","[0.6750999999999294, 0.6853999999999587, 0.7878999999999223, 0.7982999999999265, 0.8750999999999749, 0.9117999999999711]",[],"[0.5565000000000282, 0.6005000000000109, 0.6409999999999627]","[0.29849999999999, 0.5413999999999533, 0.7141000000000304]",[],[0.2603000000000293],"[0.03789999999992233, 0.1754999999999427, 0.19290000000000873, 0.21269999999992706]"
30,0,Ger,"[0.3911000000000513, 0.6782000000000608, 0.8667000000000371, 0.8917000000000712, 0.9045000000000414]","[0.09790000000003829, 0.46450000000004366, 0.9799000000000433]",[],[],"[0.005900000000053751, 0.2690000000000623, 0.3193000000000552, 0.37730000000004793, 0.42190000000005057, 0.5725000000000477, 0.5844000000000733, 0.7804000000000428, 0.9637000000000739, 0.9677000000000362]",[],[0.874300000000062],"[0.470100000000059, 0.4832000000000676, 0.6480000000000246, 0.658800000000042]",[0.3087000000000444],[],"[0.6698000000000661, 0.7386000000000763]","[0.49880000000007385, 0.5109000000000492, 0.5255000000000223, 0.5680000000000405, 0.6016000000000759, 0.9717000000000553, 0.9838000000000306]"
31,0,Ger,[0.1664000000000101],"[0.04860000000002174, 0.05740000000002965, 0.09899999999998954, 0.11860000000001492, 0.27789999999998827, 0.48380000000003065]",[],[],"[0.0026000000000294676, 0.0181999999999789, 0.12279999999998381, 0.3976000000000113, 0.6770999999999958, 0.9053000000000111, 0.9863000000000284]",[],[0.130800000000022],"[0.30979999999999563, 0.7805999999999926]",[0.11329999999998108],[0.04680000000001883],"[0.0020000000000095497, 0.11540000000002237, 0.12349999999997863, 0.12700000000000955, 0.13139999999998508, 0.14620000000002165, 0.1594000000000051, 0.17309999999997672, 0.22849999999999682]","[0.015600000000006276, 0.14870000000001937, 0.22930000000002337, 0.484800000000007, 0.6435000000000173, 0.6680000000000064, 0.700300000000027, 0.8373000000000275, 0.8684000000000083, 0.9051000000000045]"
32,0,Ger,"[0.03609999999997626, 0.041400000000010095, 0.06569999999999254, 0.09250000000002956, 0.6064000000000078, 0.6336999999999762, 0.8532000000000153, 0.9988999999999919]","[0.028599999999983083, 0.12380000000001701, 0.24610000000001264, 0.3211000000000013, 0.8804000000000087, 0.9424000000000206]",[0.6120999999999981],[],"[0.512800000000027, 0.5985999999999763, 0.8160000000000309]","[0.13280000000003156, 0.16489999999998872]",[],[],"[0.04660000000001219, 0.30570000000000164, 0.7533999999999992, 0.8915000000000077]",[0.6122000000000298],"[0.907100000000014, 0.9501000000000204]","[0.013599999999996726, 0.09640000000001692, 0.151299999999992, 0.3976000000000113, 0.45120000000002847, 0.9927000000000135]"
33,0,Ger,"[0.009799999999984266, 0.05099999999998772, 0.17180000000001883, 0.3113999999999919, 0.38179999999999836, 0.391900000000021, 0.41449999999997544, 0.42470000000002983, 0.43479999999999563, 0.4467999999999961, 0.4578000000000202, 0.4644999999999868, 0.4700000000000273, 0.5165000000000077, 0.5219000000000165, 0.5328999999999837, 0.8641000000000076]","[0.3125999999999749, 0.36360000000001946, 0.4087000000000103, 0.41210000000000946, 0.420599999999979, 0.43659999999999854, 0.456799999999987, 0.4712000000000103, 0.4796999999999798, 0.48450000000002547, 0.488900000000001, 0.4958000000000311, 0.5330999999999904]",[],[],"[0.1279999999999859, 0.1852000000000089, 0.27050000000002683, 0.30450000000001864, 0.3176000000000272, 0.44060000000001764, 0.5541999999999803, 0.5738000000000056]","[0.5060000000000286, 0.5165999999999826, 0.5393000000000256]",[0.5072999999999865],[],[0.6537999999999897],[],[],"[0.2703999999999951, 0.3715000000000259, 0.42739999999997735, 0.45240000000001146]"
34,0,Ger,"[0.043400000000019645, 0.16899999999998272, 0.27539999999999054, 0.3428000000000111, 0.35489999999998645, 0.36000000000001364, 0.4005000000000223, 0.4146000000000072, 0.4177999999999997, 0.4352999999999838, 0.8797999999999888, 0.894299999999987, 0.9343999999999824]",[0.8238000000000056],[],[0.151299999999992],"[0.028300000000001546, 0.15739999999999554, 0.5235999999999876, 0.9245999999999981, 0.9372999999999934, 0.9796000000000049]",[],"[0.05000000000001137, 0.6356999999999857]","[0.026799999999980173, 0.5926000000000045, 0.9861000000000217]",[0.2662000000000262],[],"[0.019900000000006912, 0.08820000000002892, 0.1272999999999911, 0.17439999999999145, 0.33730000000002747]","[0.37479999999999336, 0.37770000000000437, 0.42770000000001573, 0.8657000000000039]"
35,0,Iso,[0.15919999999960055],"[0.06269999999949505, 0.06609999999955107, 0.09609999999975116, 0.11099999999942156, 0.12789999999949941, 0.16969999999946594, 0.19049999999970169, 0.21539999999959036, 0.2323999999998705, 0.24129999999968277, 0.5376999999998588]","[0.45559999999977663, 0.6999999999998181]",[0.13489999999956126],"[0.5072999999997592, 0.6218999999996413, 0.788199999999506]",[],[],"[0.5757999999996173, 0.6477999999997337, 0.6794999999997344]","[0.17169999999941865, 0.975699999999506]","[0.45559999999977663, 0.5359999999996035, 0.7000999999995656]","[0.19709999999986394, 0.2266999999997097, 0.37679999999954816, 0.38009999999985666, 0.3926999999994223, 0.39729999999963184, 0.4044999999996435, 0.5168999999996231, 0.5400999999997111, 0.5463999999997213, 0.5670999999997548, 0.5765999999998712, 0.6188999999994849, 0.6288999999997031, 0.64029999999957]",[0.9742999999998574]
36,0,Iso,"[0.09389999999984866, 0.11850000000004002, 0.19859999999971478, 0.2511999999996988, 0.2972999999997228, 0.3733999999999469, 0.3831999999997606, 0.4511999999999716, 0.48329999999987194, 0.505699999999706, 0.5387999999998101, 0.586399999999685, 0.9530999999997221, 0.9751000000001113]",[0.1493000000000393],[],"[0.025200000000040745, 0.05139999999983047, 0.09169999999994616]","[0.2417000000000371, 0.8381999999996879]","[0.01849999999967622, 0.07560000000012224]",[0.7523999999998523],[],"[0.07400000000006912, 0.19419999999990978]",[],"[0.17749999999978172, 0.26199999999971624, 0.30999999999994543, 0.35930000000007567, 0.8896999999997206]",[]
37,0,Iso,"[0.26419999999961874, 0.32419999999956417, 0.6276999999995496, 0.9455999999995583]","[0.07019999999965876, 0.46759999999949287, 0.6780999999996311, 0.9365999999995438]",[],"[0.04819999999972424, 0.3294999999998254, 0.38449999999966167, 0.4013999999997395, 0.524199999999837, 0.5547999999998865, 0.6275999999998021]","[0.07829999999967185, 0.31639999999970314, 0.3942999999994754, 0.642399999999725, 0.698699999999917, 0.8468999999995503]","[0.006499999999505235, 0.04029999999966094, 0.3375999999998385, 0.3494999999998072, 0.36049999999977445, 0.4072999999998501, 0.4465999999997621, 0.4774999999995089, 0.49029999999947904, 0.5065999999997075, 0.5140999999998712, 0.5390999999995074, 0.598899999999503, 0.6377999999995154, 0.6818999999995867]",[0.810399999999845],"[0.7326999999995678, 0.7390999999997803, 0.7870999999995547, 0.793699999999717, 0.8222999999998137, 0.8274999999998727, 0.9300999999995838]",[0.24659999999948923],[],"[0.6136999999998807, 0.6490999999996347, 0.699399999999514, 0.9819999999995161]","[0.7481999999995423, 0.7991999999994732]"
38,0,Iso,"[0.4767999999994572, 0.4851999999996224]","[0.17179999999962092, 0.19089999999960128, 0.2284999999997126, 0.2988999999997759, 0.3133999999995467]",[],"[0.08629999999948268, 0.24129999999968277, 0.24899999999979627, 0.7858999999994012]","[0.016099999999823922, 0.02559999999948559, 0.34649999999965075, 0.4919999999997344, 0.9367999999994936, 0.9572999999995773, 0.9787999999994099]","[0.7021999999997206, 0.7453999999997905]",[],"[0.10179999999945721, 0.1054999999996653, 0.11179999999967549, 0.14479999999957727, 0.16099999999960346, 0.17349999999942156, 0.18559999999979482, 0.277299999999741]","[0.48139999999966676, 0.5375999999996566, 0.544999999999618, 0.5902999999993881]",[],"[0.05469999999968422, 0.0830999999998312, 0.12739999999939755, 0.14829999999938082, 0.22189999999955035, 0.25609999999960564, 0.29619999999977153, 0.3150999999998021, 0.32629999999971915, 0.34309999999959473, 0.35089999999945576, 0.3671999999996842, 0.38509999999951106, 0.39289999999982683, 0.407999999999447, 0.4256999999997788, 0.5880999999994856, 0.8331999999995787, 0.8709999999996398, 0.9008999999996377, 0.9047999999997955, 0.9116999999996551, 0.9373999999997977, 0.9467999999997119, 0.9509999999995671, 0.978099999999813, 0.9930999999996857]","[0.17959999999948195, 0.3068999999995867, 0.46799999999939246]"
39,0,Iso,"[0.11539999999968131, 0.6188999999994849, 0.7122999999996864, 0.8627999999998792, 0.8684999999995853]","[0.43919999999980064, 0.45879999999988286, 0.4628999999995358, 0.4722999999999047, 0.47859999999991487, 0.49699999999984357, 0.510899999999765, 0.5146999999997206, 0.524199999999837, 0.5445999999997184, 0.5714999999995598, 0.6172999999998865, 0.6253999999998996, 0.6310999999996056, 0.6969999999996617, 0.7049999999994725, 0.7292999999995118, 0.9419999999995525]",[],[],"[0.14589999999952852, 0.19679999999971187, 0.28359999999975116, 0.7140999999996893]",[0.5973999999996522],[0.2142999999996391],[0.6473999999998341],[0.7493999999996959],[],"[0.39469999999982974, 0.435399999999845, 0.44079999999985375, 0.4794999999999163, 0.48959999999988213, 0.4976999999998952, 0.5049999999996544, 0.5302999999998974, 0.5370999999995547, 0.5577999999995882, 0.5713999999998123, 0.6154999999998836, 0.6356999999998152, 0.6841999999996915, 0.7008999999998196, 0.719499999999698, 0.7931999999996151, 0.9467999999997119]",[0.7712999999998829]
40,0,Far,"[0.1149000000000342, 0.12120000000004438, 0.16200000000003456, 0.25840000000016516, 0.8075000000001182]","[0.20770000000015898, 0.34940000000005966, 0.5700000000001637, 0.6123000000000047, 0.8304000000000542, 0.8872000000001208, 0.9178000000001703]",[],[],"[0.6080000000001746, 0.6509000000000924, 0.7646000000002005, 0.8795000000000073, 0.8824000000001888]",[],[0.8825000000001637],[],[0.2924000000000433],[0.12460000000010041],"[0.2817999999999756, 0.29160000000001673, 0.2988000000000284, 0.31529999999997926, 0.3847000000000662, 0.4269000000001597, 0.4719000000000051]","[0.370600000000195, 0.44250000000010914, 0.45820000000003347, 0.7239000000001852]"
41,0,Far,"[0.3650000000000091, 0.36789999999996326, 0.3733999999999469, 0.40449999999987085, 0.4175999999999931, 0.4218999999998232, 0.4354999999998199, 0.48929999999995744, 0.850099999999884, 0.8691999999998643]","[0.4148999999999887, 0.44399999999996, 0.46299999999996544, 0.5046999999999571, 0.594899999999825, 0.618199999999888, 0.6387999999999465, 0.6650999999999385, 0.6781999999998334, 0.6847999999999956, 0.7117999999998119, 0.7548999999999069, 0.7586999999998625, 0.7902999999998883, 0.8058999999998377, 0.8611999999998261, 0.8994999999999891]","[0.11469999999985703, 0.32979999999997744]","[0.28119999999989886, 0.3920999999998003, 0.4673000000000229]","[0.11829999999986285, 0.26799999999980173, 0.300499999999829, 0.39639999999985776, 0.695699999999988, 0.7349999999999, 0.8936999999998534]","[0.7439999999999145, 0.782799999999952, 0.9309999999998126, 0.938799999999901, 0.9480999999998403, 0.9710999999999785]",[0.37979999999993197],"[0.3852999999999156, 0.4379999999998745, 0.4918999999999869, 0.5420999999998912, 0.9122999999999593, 0.9191999999998188]","[0.143100000000004, 0.6943999999998596, 0.7479999999998199]","[0.32989999999995234, 0.8805999999999585]","[0.2635999999999967, 0.27589999999986503, 0.2830999999998767, 0.5548999999998614, 0.583699999999908, 0.5957999999998265, 0.6068000000000211, 0.626299999999901, 0.6319999999998345, 0.6630999999999858, 0.668999999999869, 0.6739999999999782, 0.680599999999913, 0.7041999999999007, 0.7268999999998869, 0.7348999999999251, 0.7554999999999836]","[0.03509999999982938, 0.16079999999988104, 0.2669999999998254, 0.2781999999999698, 0.963799999999992]"
42,0,Far,"[0.005400000000008731, 0.07039999999983593, 0.10749999999984539, 0.15049999999996544, 0.18879999999990105, 0.2243999999998323, 0.32199999999988904, 0.33359999999993306, 0.4497999999998683, 0.56899999999996, 0.7330999999999221, 0.9150999999999385]",[],[],[],"[0.05319999999983338, 0.8299999999999272, 0.9343999999998687, 0.96550000000002]",[],"[0.13469999999983884, 0.4136999999998352, 0.6089999999999236, 0.7942000000000462]","[0.8007999999999811, 0.9375999999999749, 0.9821999999999207]",[0.7230999999999312],[0.4704999999999018],"[0.25299999999992906, 0.27520000000004075]","[0.22759999999993852, 0.5919999999998709, 0.7490000000000236]"
43,0,Far,"[0.2621999999998934, 0.27589999999986503, 0.5259999999998399, 0.5503999999998541, 0.555699999999888, 0.5914000000000215, 0.5946999999998752, 0.6025999999999385, 0.6062999999999192, 0.6316999999999098, 0.6408999999998741, 0.6451999999999316, 0.6997999999998683, 0.7240999999999076, 0.7462000000000444, 0.7717999999999847, 0.7898999999999887, 0.812099999999873, 0.8246999999998934, 0.9371999999998479, 0.9614999999998872, 0.9870999999998276, 0.9983999999999469]","[0.17799999999988358, 0.24440000000004147, 0.4592999999999847, 0.48139999999989413, 0.5175999999999021, 0.6717999999998483, 0.7485999999998967, 0.8459000000000287, 0.8642999999999574, 0.9005999999999403, 0.9285999999999603, 0.9885999999999058]",[],"[0.6125999999999294, 0.6300999999998567]","[0.12889999999993051, 0.14229999999997744, 0.3609999999998763, 0.6982000000000426, 0.7412999999999101, 0.9679999999998472, 0.9716999999998279]","[0.05039999999985412, 0.08009999999990214, 0.1834999999998672, 0.5301999999999225, 0.5411999999998898, 0.560799999999972]","[0.3737999999998465, 0.7364000000000033]","[0.14390000000003056, 0.8632999999999811, 0.8665999999998348]",[0.7817000000000007],[0.7312999999999192],"[0.0041999999998552084, 0.740099999999984]",[]
44,0,Far,[],"[0.1980999999998403, 0.8727999999998701]",[],[0.28129999999987376],"[0.1776999999999589, 0.21669999999994616, 0.34379999999987376, 0.44069999999987886, 0.5748999999998432]",[],[],"[0.23029999999994288, 0.2705999999998312, 0.33199999999987995]","[0.03899999999998727, 0.516399999999976]",[],"[0.14679999999998472, 0.17079999999987194, 0.20139999999992142, 0.21229999999991378, 0.21910000000002583, 0.2319999999999709, 0.24270000000001346, 0.25109999999995125, 0.27139999999985776, 0.27739999999994325, 0.3030999999998585, 0.4413999999999305, 0.44859999999994216, 0.45470000000000255]","[0.1435999999998785, 0.16579999999999018, 0.5742000000000189, 0.6482999999998356]"
45,1,DatExt,"[0.005899999999883221, 0.011899999999968713, 0.05499999999983629, 0.10770000000002256, 0.3369999999999891]","[0.7638999999999214, 0.935399999999845, 0.9533999999998741]",[],[],"[0.020199999999931606, 0.10320000000001528, 0.46640000000002146, 0.6510999999998148, 0.6729000000000269, 0.8261999999999716, 0.9647999999999683]",[],"[0.8095999999998185, 0.8439999999998236]","[0.6546999999998206, 0.6967999999999392, 0.7238999999999578, 0.7477999999998701, 0.7596999999998388, 0.7844000000000051, 0.8266999999998461, 0.8342000000000098, 0.8747999999998228, 0.9267999999999574, 0.941899999999805, 0.9514999999998963, 0.9703999999999269]","[0.24699999999984357, 0.2968999999998232, 0.40069999999991524, 0.5852999999999611, 0.7025999999998476, 0.924199999999928, 0.9625999999998385]",[],"[0.20209999999997308, 0.42439999999987776, 0.5057999999999083, 0.5317999999999756, 0.8026999999999589, 0.8083999999998923, 0.8255999999998949, 0.8378999999999905, 0.8424999999999727, 0.8489999999999327, 0.8818999999998596, 0.8903999999999996]","[0.375, 0.7537999999999556, 0.8382999999998901, 0.9626999999998134]"
46,1,DatExt,"[0.05420000000003711, 0.5411000000001422, 0.9108000000001084, 0.9225000000001273, 0.9322000000001935, 0.957300000000032]","[0.04750000000012733, 0.05480000000011387, 0.06950000000006185, 0.08300000000008367, 0.1044000000001688, 0.1308000000001357, 0.13570000000004256, 0.1430000000000291, 0.19430000000011205, 0.3144000000002052, 0.3240000000000691, 0.3304000000000542, 0.359000000000151, 0.4025000000001455, 0.47910000000001673, 0.54950000000008, 0.5794000000000779, 0.5851000000000113, 0.6162000000001626, 0.6311000000000604, 0.6661000000001422, 0.6937000000000353, 0.9389000000001033]",[0.396900000000187],[0.5072000000000116],"[0.003200000000106229, 0.031000000000176442, 0.36330000000020846, 0.7641000000000986, 0.8402000000000953, 0.965900000000147]",[0.9521000000002005],[0.11420000000020991],[],[],[],"[0.31950000000006185, 0.3970000000001619, 0.8611000000000786, 0.8682000000001153]","[0.1733000000001539, 0.9633000000001175, 0.9698000000000775]"
47,1,DatExt,"[0.24729999999999563, 0.2557999999999083, 0.27800000000002, 0.3203999999998359, 0.45100000000002183, 0.4838999999999487, 0.48679999999990287, 0.5096999999998388, 0.5356999999999061, 0.5514999999998054, 0.5973999999998796, 0.6550999999999476, 0.6702999999999975, 0.7020999999999731, 0.705600000000004, 0.7205999999998767, 0.7439999999999145, 0.7532999999998538, 0.7647999999999229, 0.7889000000000124, 0.8388999999999669, 0.897899999999936]","[0.5911999999998443, 0.6595999999999549, 0.8335999999999331]",[],"[0.5239999999998872, 0.5425999999999931]","[0.42459999999982756, 0.550899999999956, 0.7235999999998057, 0.851799999999912, 0.8822999999999865, 0.9289999999998599]",[],"[0.29909999999995307, 0.421100000000024, 0.563799999999901]","[0.41099999999983083, 0.4461999999998625, 0.5346999999999298, 0.5525000000000091]","[0.63149999999996, 0.9067000000000007]","[0.26720000000000255, 0.6802999999999884]","[0.7826999999999771, 0.7981999999999516, 0.8106999999999971, 0.8475999999998294]","[0.07179999999993925, 0.10349999999993997, 0.38649999999984175, 0.5806999999999789, 0.9067000000000007]"
48,1,DatExt,"[0.1879999999998745, 0.19539999999983593, 0.20839999999998327, 0.2519999999999527, 0.9827000000000226]","[0.049299999999902866, 0.35619999999994434, 0.4015999999999167, 0.40660000000002583, 0.4149999999999636, 0.43439999999986867, 0.44039999999995416, 0.45049999999991996, 0.459999999999809, 0.48509999999987485, 0.5182999999999538]",[],[],"[0.006300000000010186, 0.04599999999982174, 0.06709999999998217, 0.12310000000002219, 0.20539999999982683, 0.9764999999999873]",[0.8529999999998381],"[0.005400000000008731, 0.30979999999999563, 0.6988999999998668, 0.9367999999999483]","[0.035399999999981446, 0.04219999999986612, 0.11579999999980828, 0.15840000000002874, 0.17300000000000182, 0.25939999999991414, 0.3182999999999083, 0.3266999999998461, 0.3467999999998028, 0.6749999999999545, 0.7119000000000142, 0.7409999999999854]","[0.28099999999994907, 0.7367999999999029, 0.7590000000000146]",[],"[0.0017000000000280124, 0.008599999999887586, 0.015599999999949432, 0.03809999999998581, 0.09579999999982647, 0.11989999999991596, 0.13760000000002037, 0.16819999999984248, 0.1717999999998483, 0.22959999999989122, 0.25929999999993925, 0.29139999999983957, 0.30379999999991014, 0.31729999999993197, 0.34149999999999636, 0.3714999999999691, 0.38599999999996726, 0.40390000000002146, 0.6111999999998261, 0.851799999999912]","[0.34159999999997126, 0.5594999999998436]"
49,1,DatExt,"[0.5412999999998647, 0.6458000000000084, 0.9977999999998701]","[0.09179999999992106, 0.14829999999983556, 0.19709999999986394, 0.9631999999999152]",[],"[0.17829999999980828, 0.22949999999991633, 0.2998999999999796]","[0.037299999999959255, 0.1070999999999458, 0.30569999999988795, 0.5300999999999476, 0.66599999999994, 0.925899999999956]",[],[],"[0.33549999999991087, 0.4394999999999527, 0.47069999999985157, 0.4855000000000018, 0.4939999999999145]","[0.2768999999998414, 0.29909999999995307]",[],"[0.004599999999982174, 0.03129999999987376, 0.07849999999984902, 0.3084999999998672, 0.35999999999989996, 0.39079999999989923, 0.40840000000002874]","[0.1292999999998301, 0.17689999999993233, 0.18069999999988795, 0.4501000000000204]"
